1.0000e-04 5.3374e-14 0.0000e+00 0.0000e+00
1.0596e-04 5.5272e-14 0.0000e+00 0.0000e+00
1.1227e-04 5.7147e-14 0.0000e+00 0.0000e+00
1.1895e-04 5.8994e-14 0.0000e+00 0.0000e+00
1.2604e-04 6.0814e-14 0.0000e+00 0.0000e+00
1.3355e-04 6.2603e-14 0.0000e+00 0.0000e+00
1.4150e-04 6.4360e-14 0.0000e+00 0.0000e+00
1.4993e-04 6.6085e-14 0.0000e+00 0.0000e+00
1.5886e-04 6.7775e-14 0.0000e+00 0.0000e+00
1.6832e-04 6.9431e-14 0.0000e+00 0.0000e+00
1.7834e-04 7.1050e-14 0.0000e+00 0.0000e+00
1.8897e-04 7.2632e-14 0.0000e+00 0.0000e+00
2.0022e-04 7.4177e-14 0.0000e+00 0.0000e+00
2.1215e-04 7.5685e-14 0.0000e+00 0.0000e+00
2.2478e-04 7.7154e-14 0.0000e+00 0.0000e+00
2.3817e-04 7.8585e-14 0.0000e+00 0.0000e+00
2.5235e-04 7.9978e-14 0.0000e+00 0.0000e+00
2.6738e-04 8.1332e-14 0.0000e+00 0.0000e+00
2.8331e-04 8.2647e-14 0.0000e+00 0.0000e+00
3.0018e-04 8.3924e-14 0.0000e+00 0.0000e+00
3.1806e-04 8.5164e-14 0.0000e+00 0.0000e+00
3.3701e-04 8.6365e-14 0.0000e+00 0.0000e+00
3.5708e-04 8.7529e-14 0.0000e+00 0.0000e+00
3.7835e-04 8.8657e-14 0.0000e+00 0.0000e+00
4.0088e-04 8.9748e-14 0.0000e+00 0.0000e+00
4.2476e-04 9.0801e-14 0.0000e+00 0.0000e+00
4.5006e-04 9.1821e-14 0.0000e+00 0.0000e+00
4.7686e-04 9.2805e-14 0.0000e+00 0.0000e+00
5.0526e-04 9.3755e-14 0.0000e+00 0.0000e+00
5.3536e-04 9.4672e-14 0.0000e+00 0.0000e+00
5.6724e-04 9.5555e-14 0.0000e+00 0.0000e+00
6.0103e-04 9.6406e-14 0.0000e+00 0.0000e+00
6.3682e-04 9.7226e-14 0.0000e+00 0.0000e+00
6.7475e-04 9.8015e-14 0.0000e+00 0.0000e+00
7.1494e-04 9.8774e-14 0.0000e+00 0.0000e+00
7.5753e-04 9.9503e-14 0.0000e+00 0.0000e+00
8.0264e-04 1.0020e-13 0.0000e+00 0.0000e+00
8.5045e-04 1.0088e-13 0.0000e+00 0.0000e+00
9.0110e-04 1.0152e-13 0.0000e+00 0.0000e+00
9.5477e-04 1.0214e-13 0.0000e+00 0.0000e+00
1.0116e-03 1.0273e-13 0.0000e+00 0.0000e+00
1.0719e-03 1.0330e-13 0.0000e+00 0.0000e+00
1.1357e-03 1.0385e-13 0.0000e+00 0.0000e+00
1.2034e-03 1.0437e-13 0.0000e+00 0.0000e+00
1.2751e-03 1.0486e-13 0.0000e+00 0.0000e+00
1.3510e-03 1.0534e-13 0.0000e+00 0.0000e+00
1.4315e-03 1.0579e-13 0.0000e+00 0.0000e+00
1.5167e-03 1.0622e-13 0.0000e+00 0.0000e+00
1.6071e-03 1.0663e-13 0.0000e+00 0.0000e+00
1.7028e-03 1.0703e-13 0.0000e+00 0.0000e+00
1.8042e-03 1.0740e-13 0.0000e+00 0.0000e+00
1.9116e-03 1.0775e-13 0.0000e+00 0.0000e+00
2.0255e-03 1.0809e-13 0.0000e+00 0.0000e+00
2.1461e-03 1.0841e-13 0.0000e+00 0.0000e+00
2.2740e-03 1.0871e-13 0.0000e+00 0.0000e+00
2.4094e-03 1.0900e-13 0.0000e+00 0.0000e+00
2.5529e-03 1.0926e-13 0.0000e+00 0.0000e+00
