1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.0975e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.2045e-06 7.8321e-19 0.0000e+00 0.0000e+00
1.3219e-06 1.0241e-16 0.0000e+00 0.0000e+00
1.4508e-06 2.8063e-16 0.0000e+00 0.0000e+00
1.5923e-06 5.1033e-16 0.0000e+00 0.0000e+00
1.7475e-06 7.8323e-16 0.0000e+00 0.0000e+00
1.9179e-06 1.0956e-15 0.0000e+00 0.0000e+00
2.1049e-06 1.4458e-15 0.0000e+00 0.0000e+00
2.3101e-06 1.8338e-15 0.0000e+00 0.0000e+00
2.5354e-06 2.2603e-15 0.0000e+00 0.0000e+00
2.7826e-06 2.7266e-15 0.0000e+00 0.0000e+00
3.0539e-06 3.2347e-15 0.0000e+00 0.0000e+00
3.3516e-06 3.7871e-15 0.0000e+00 0.0000e+00
3.6784e-06 4.3865e-15 0.0000e+00 0.0000e+00
4.0370e-06 5.0363e-15 0.0000e+00 0.0000e+00
4.4306e-06 5.7399e-15 0.0000e+00 0.0000e+00
4.8626e-06 6.5013e-15 0.0000e+00 0.0000e+00
5.3367e-06 7.3248e-15 0.0000e+00 0.0000e+00
5.8570e-06 8.2151e-15 0.0000e+00 0.0000e+00
6.4281e-06 9.1774e-15 0.0000e+00 0.0000e+00
7.0548e-06 1.0218e-14 0.0000e+00 0.0000e+00
7.7426e-06 1.1343e-14 0.0000e+00 0.0000e+00
8.4975e-06 1.2560e-14 0.0000e+00 0.0000e+00
9.3260e-06 1.3879e-14 0.0000e+00 0.0000e+00
1.0235e-05 1.5310e-14 0.0000e+00 0.0000e+00
1.1233e-05 1.6864e-14 0.0000e+00 0.0000e+00
1.2328e-05 1.8548e-14 0.0000e+00 0.0000e+00
1.3530e-05 2.0360e-14 0.0000e+00 0.0000e+00
1.4850e-05 2.2278e-14 0.0000e+00 0.0000e+00
1.6298e-05 2.4281e-14 0.0000e+00 0.0000e+00
1.7886e-05 2.6042e-14 0.0000e+00 0.0000e+00
1.9630e-05 2.7528e-14 0.0000e+00 0.0000e+00
2.1544e-05 2.8877e-14 0.0000e+00 0.0000e+00
2.3645e-05 3.0330e-14 0.0000e+00 0.0000e+00
2.5950e-05 3.2046e-14 0.0000e+00 0.0000e+00
2.8480e-05 3.4020e-14 0.0000e+00 0.0000e+00
3.1257e-05 3.6724e-14 0.0000e+00 0.0000e+00
3.4305e-05 4.0331e-14 0.0000e+00 0.0000e+00
3.7649e-05 4.5035e-14 0.0000e+00 0.0000e+00
4.1320e-05 4.9454e-14 0.0000e+00 0.0000e+00
4.5349e-05 5.2078e-14 0.0000e+00 0.0000e+00
4.9770e-05 5.3514e-14 0.0000e+00 0.0000e+00
5.4623e-05 5.4023e-14 0.0000e+00 0.0000e+00
5.9948e-05 5.3550e-14 0.0000e+00 0.0000e+00
6.5793e-05 5.2615e-14 0.0000e+00 0.0000e+00
7.2208e-05 5.1233e-14 0.0000e+00 0.0000e+00
7.9248e-05 4.9614e-14 0.0000e+00 0.0000e+00
8.6975e-05 4.7689e-14 0.0000e+00 0.0000e+00
9.5455e-05 4.5682e-14 0.0000e+00 0.0000e+00
1.0476e-04 4.3580e-14 1.6427e-17 0.0000e+00
1.1498e-04 4.1430e-14 7.9449e-17 0.0000e+00
1.2619e-04 3.9272e-14 1.5358e-16 0.0000e+00
1.3849e-04 3.7131e-14 2.3634e-16 0.0000e+00
1.5199e-04 3.5031e-14 3.1918e-16 0.0000e+00
1.6681e-04 3.2987e-14 3.9408e-16 0.0000e+00
1.8307e-04 3.1009e-14 4.9272e-16 0.0000e+00
2.0092e-04 2.9120e-14 5.6694e-16 0.0000e+00
2.2051e-04 2.7295e-14 6.5419e-16 0.0000e+00
2.4201e-04 2.5564e-14 7.3928e-16 0.0000e+00
2.6561e-04 2.3907e-14 8.1613e-16 0.0000e+00
2.9151e-04 2.2342e-14 8.8680e-16 0.0000e+00
3.1993e-04 2.0855e-14 9.3572e-16 0.0000e+00
3.5112e-04 1.9455e-14 9.8951e-16 0.0000e+00
3.8535e-04 1.8132e-14 1.0280e-15 0.0000e+00
4.2292e-04 1.6890e-14 1.0554e-15 0.0000e+00
4.6416e-04 1.5720e-14 1.0719e-15 0.0000e+00
5.0941e-04 1.4625e-14 1.0784e-15 0.0000e+00
5.5908e-04 1.3599e-14 1.0637e-15 0.0000e+00
6.1359e-04 1.2637e-14 1.0542e-15 0.0000e+00
6.7342e-04 1.1738e-14 1.0308e-15 0.0000e+00
7.3907e-04 1.0898e-14 9.9902e-16 0.0000e+00
8.1113e-04 1.0114e-14 9.6723e-16 0.0000e+00
8.9022e-04 9.3837e-15 9.3282e-16 0.0000e+00
9.7701e-04 8.7018e-15 8.8691e-16 0.0000e+00
1.0723e-03 8.0675e-15 8.4886e-16 0.0000e+00
1.1768e-03 7.4766e-15 8.0350e-16 0.0000e+00
1.2915e-03 6.9273e-15 7.5922e-16 0.0000e+00
1.4175e-03 6.4163e-15 7.2474e-16 0.0000e+00
1.5557e-03 5.9418e-15 6.8327e-16 0.0000e+00
1.7074e-03 5.5011e-15 6.4437e-16 0.0000e+00
1.8738e-03 5.0917e-15 5.9943e-16 8.9311e-22
2.0565e-03 4.7119e-15 5.6408e-16 8.4533e-21
2.2570e-03 4.3595e-15 5.3073e-16 2.0206e-20
2.4771e-03 4.0329e-15 4.9317e-16 3.5177e-20
2.7186e-03 3.7301e-15 4.6431e-16 5.6155e-20
2.9836e-03 3.4495e-15 4.3139e-16 8.0372e-20
3.2745e-03 3.1896e-15 4.0607e-16 1.0189e-19
3.5938e-03 2.9490e-15 3.7743e-16 1.3152e-19
3.9442e-03 2.7262e-15 3.5102e-16 1.5747e-19
4.3288e-03 2.5201e-15 3.2641e-16 1.8994e-19
4.7508e-03 2.3293e-15 3.0365e-16 2.2029e-19
5.2140e-03 2.1528e-15 2.8269e-16 2.5762e-19
5.7224e-03 1.9897e-15 2.6323e-16 2.9740e-19
