1.0000e-04 9.8836e-17 1.3377e-15 5.2860e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0596e-04 1.1933e-16 1.4229e-15 6.6620e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1227e-04 1.4217e-16 1.5078e-15 8.1195e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1895e-04 1.6719e-16 1.5923e-15 9.7638e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2604e-04 1.9423e-16 1.6762e-15 1.1596e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3355e-04 2.2310e-16 1.7592e-15 1.3437e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4150e-04 2.5364e-16 1.8413e-15 1.5436e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4993e-04 2.8567e-16 1.9222e-15 1.7589e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5886e-04 3.1900e-16 2.0021e-15 1.9892e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6832e-04 3.5345e-16 2.0805e-15 2.2108e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7834e-04 3.8887e-16 2.1575e-15 2.4684e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8897e-04 4.2510e-16 2.2331e-15 2.6880e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0022e-04 4.6197e-16 2.3071e-15 2.9427e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1215e-04 4.9936e-16 2.3795e-15 3.2071e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2478e-04 5.3712e-16 2.4502e-15 3.4521e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3817e-04 5.7514e-16 2.5193e-15 3.7331e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5235e-04 6.1333e-16 2.5865e-15 3.9916e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6738e-04 6.5154e-16 2.6521e-15 4.2555e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8331e-04 6.8971e-16 2.7158e-15 4.4927e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0018e-04 7.2776e-16 2.7778e-15 4.7648e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1806e-04 7.6558e-16 2.8380e-15 5.0407e-15 7.8769e-18 9.4042e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3701e-04 8.0309e-16 2.8964e-15 5.2863e-15 2.1244e-17 2.9562e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5708e-04 8.4024e-16 2.9531e-15 5.5336e-15 4.0928e-17 5.5981e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7835e-04 8.7704e-16 3.0081e-15 5.8155e-15 6.3430e-17 9.1184e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0088e-04 9.1335e-16 3.0614e-15 6.0643e-15 9.7529e-17 1.3885e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2476e-04 9.4917e-16 3.1130e-15 6.3135e-15 1.3766e-16 1.9385e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
