1.000000000e-06 1.000000000e+05 406
406
1.000000000e-06 2.155500000e-13
1.059248390e-06 2.561792231e-13
1.105977190e-06 2.916030519e-13
1.142371710e-06 3.213491620e-13
1.199221310e-06 3.717550084e-13
1.258900000e-06 4.300654180e-13
1.333502680e-06 5.111395783e-13
1.392341890e-06 5.818248673e-13
1.438168870e-06 6.411831418e-13
1.509752920e-06 7.417672754e-13
1.584900000e-06 8.581282560e-13
1.678817360e-06 1.019889940e-12
1.752889910e-06 1.160924964e-12
1.810581310e-06 1.279358564e-12
1.900698010e-06 1.480043129e-12
1.995300000e-06 1.712206836e-12
2.113521840e-06 2.034943212e-12
2.206762740e-06 2.316328510e-12
2.279383080e-06 2.552612730e-12
2.392818920e-06 2.953001757e-12
2.511900000e-06 3.416184000e-12
2.660740550e-06 4.060157042e-12
2.778130640e-06 4.621642570e-12
2.869559710e-06 5.093124138e-12
3.012375920e-06 5.892056681e-12
3.162300000e-06 6.816337650e-12
3.349678100e-06 8.101196485e-12
3.497462590e-06 9.221444839e-12
3.612564260e-06 1.016214326e-11
3.792358050e-06 1.175619618e-11
3.981100000e-06 1.360023382e-11
4.216993340e-06 1.616390415e-11
4.403041580e-06 1.839907791e-11
4.547944850e-06 2.027601157e-11
4.774289980e-06 2.345651636e-11
5.011900000e-06 2.713593017e-11
5.308872010e-06 3.225102584e-11
5.543092800e-06 3.671068413e-11
5.725515170e-06 4.045568862e-11
6.010466750e-06 4.680146102e-11
6.309600000e-06 5.414267760e-11
6.683463990e-06 6.434872547e-11
6.978329170e-06 7.324733430e-11
7.207984270e-06 8.071933265e-11
7.566715370e-06 9.338083438e-11
7.943300000e-06 1.080288800e-10
8.413965450e-06 1.283920644e-10
8.785177560e-06 1.461449428e-10
9.074295300e-06 1.610533153e-10
9.525909570e-06 1.863153601e-10
1.000000000e-05 2.155400000e-10
1.059248390e-05 2.561665121e-10
1.105977190e-05 2.915875682e-10
1.142371710e-05 3.213320264e-10
1.199221310e-05 3.717334225e-10
1.258900000e-05 4.300402400e-10
1.333502680e-05 5.111049072e-10
1.392341890e-05 5.817817047e-10
1.438168870e-05 6.411328059e-10
1.509752920e-05 7.417038658e-10
