14 14 8.817879540e-02
2.435700000e-02 1.040700000e-01 1.980887230e-01 7.290347223e-02 2.774672838e-02 -3.020291386e-03 1.099479012e-04
3.611000000e-03 1.150120000e-01 2.187606824e-01 8.099560842e-02 3.043470233e-02 -3.341526653e-03 1.220387737e-04
3.337000000e-03 1.155480500e-01 2.197946100e-01 8.119107760e-02 3.079266441e-02 -3.373718256e-03 1.233107970e-04
3.180000000e-03 1.161955900e-01 2.210712585e-01 8.141200094e-02 3.117443395e-02 -3.396709266e-03 1.241085042e-04
6.770000000e-04 1.182376900e-01 2.249247308e-01 8.293221870e-02 3.167149222e-02 -3.456740390e-03 1.263726767e-04
5.650000000e-04 1.183445800e-01 2.251299965e-01 8.297408044e-02 3.174129969e-02 -3.463100152e-03 1.266204416e-04
5.370000000e-04 1.184743400e-01 2.253858285e-01 8.301917507e-02 3.181685094e-02 -3.467721769e-03 1.267751204e-04
3.470000000e-04 1.184749218e-01 2.253871050e-01 8.301864467e-02 3.181787892e-02 -3.467774087e-03 1.267786718e-04
3.420000000e-04 1.184757874e-01 2.253888816e-01 8.301855565e-02 3.181870619e-02 -3.467772715e-03 1.267802264e-04
9.300000000e-05 1.188572474e-01 2.261082663e-01 8.330428562e-02 3.191045299e-02 -3.478849542e-03 1.271980684e-04
6.300000000e-05 1.188750524e-01 2.261423788e-01 8.331137815e-02 3.192203843e-02 -3.479903183e-03 1.272388874e-04
5.700000000e-05 1.188964584e-01 2.261845768e-01 8.331881677e-02 3.193449304e-02 -3.480674821e-03 1.272647488e-04
8.560000000e-06 1.188965169e-01 2.261847054e-01 8.331876250e-02 3.193459736e-02 -3.480680128e-03 1.272651054e-04
8.560000000e-06 1.188966051e-01 2.261848867e-01 8.331875515e-02 3.193467867e-02 -3.480679907e-03 1.272652508e-04
