  1.6700000e+001  2.8113505e+001  8.2133396e-001  1.5960598e-001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9551221e+001  3.8620321e+001  1.2101676e+000  2.4738128e-001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.2889236e+001  4.8587633e+001  1.7202039e+000  5.9764869e-001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.6797156e+001  7.3125215e+001  1.8602244e+000  1.0947156e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  3.1372282e+001  1.3200558e+002  2.8275260e+000  1.3888257e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  3.6728528e+001  2.0481501e+002  5.3395186e+000  2.5204668e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  4.2999255e+001  3.0477545e+002  1.6295550e+001  5.2743542e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0340594e+001  3.5672662e+002  2.5643887e+001  7.3115757e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.8935334e+001  3.4871985e+002  3.0710475e+001  1.1608100e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  6.8997468e+001  3.5545460e+002  3.0152464e+001  1.4011286e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.0777529e+001  3.4736750e+002  3.0766984e+001  1.4987753e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  9.4568821e+001  3.3069339e+002  2.9834664e+001  1.5059038e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.1071472e+002  3.0930886e+002  2.8096503e+001  1.4578845e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.2961725e+002  2.8567320e+002  2.5983526e+001  1.3390387e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.5174703e+002  2.5797020e+002  2.3742152e+001  1.2542955e+001  1.2644647e+000  0.0000000e+000  0.0000000e+000
  1.7765507e+002  2.3500202e+002  2.1512468e+001  1.1583521e+001  2.8023865e+000  6.1596546e-002  0.0000000e+000
  2.0798644e+002  2.1268000e+002  1.9372712e+001  1.0587727e+001  3.2179683e+000  1.2226386e-001  0.0000000e+000
  2.4349634e+002  1.9147633e+002  1.7364525e+001  9.6027831e+000  4.7800844e+000  3.0834770e-001  0.0000000e+000
  2.8506890e+002  1.7165735e+002  1.5507594e+001  8.6573542e+000  6.0661031e+000  3.9994482e-001  0.0000000e+000
  3.3373922e+002  1.5335164e+002  1.3808355e+001  7.7679563e+000  5.9548740e+000  6.6065272e-001  0.0000000e+000
  3.9071912e+002  1.3659617e+002  1.2265288e+001  6.9431326e+000  6.6735483e+000  8.9748008e-001  0.0000000e+000
  4.5742729e+002  1.2136804e+002  1.0872190e+001  6.1862165e+000  7.0191569e+000  1.0645165e+000  0.0000000e+000
  5.3552466e+002  1.0760632e+002  9.6202334e+000  5.4971777e+000  7.0594985e+000  1.0348307e+000  0.0000000e+000
  6.2695575e+002  9.5227195e+001  8.4992632e+000  4.8738633e+000  6.8745782e+000  1.0896265e+000  0.0000000e+000
  7.3399702e+002  8.4134325e+001  7.4986266e+000  4.3128366e+000  6.2389680e+000  1.0906259e+000  0.0000000e+000
  8.5931364e+002  7.4226011e+001  6.6076908e+000  3.8099437e+000  5.8949647e+000  1.0550685e+000  0.0000000e+000
  1.0060258e+003  6.5399972e+001  5.8161662e+000  3.3606942e+000  5.4797426e+000  9.9679808e-001  0.0000000e+000
  1.1777864e+003  5.7556510e+001  5.1142977e+000  2.9605158e+000  5.0311579e+000  8.9847489e-001  0.0000000e+000
  1.3788719e+003  5.0600517e+001  4.4929713e+000  2.6049195e+000  4.5755435e+000  8.3005981e-001  0.0000000e+000
  1.6142892e+003  4.4442677e+001  3.9437631e+000  2.2896051e+000  4.1303803e+000  7.5820865e-001  0.0000000e+000
