  5.0000000e+004  6.5097192e+002  5.7011991e+001  2.4042745e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.6560828e+004  6.4896326e+002  5.8160655e+001  2.6413238e+001  1.7094466e-001  0.0000000e+000  0.0000000e+000
  6.3982546e+004  6.3321207e+002  5.7899624e+001  2.7338141e+001  5.9835993e-001  0.0000000e+000  0.0000000e+000
  7.2378116e+004  6.0805693e+002  5.6152670e+001  2.7408239e+001  1.3667215e+000  0.0000000e+000  0.0000000e+000
  8.1875325e+004  5.8002880e+002  5.3650380e+001  2.6910919e+001  2.2762849e+000  2.1099825e-002  0.0000000e+000
  9.2618724e+004  5.5013505e+002  5.0635171e+001  2.6012802e+001  3.3154381e+000  5.9413600e-002  0.0000000e+000
  1.0477183e+005  5.1851999e+002  4.7432566e+001  2.4842163e+001  4.5422199e+000  1.1866581e-001  0.0000000e+000
  1.1851964e+005  4.8596417e+002  4.4234434e+001  2.3471489e+001  5.9450724e+000  1.9877208e-001  0.0000000e+000
  1.3407138e+005  4.5210211e+002  4.1001129e+001  2.2007312e+001  7.4385009e+000  2.9485156e-001  0.0000000e+000
  1.5166376e+005  4.2005068e+002  3.8111818e+001  2.0593464e+001  8.9933718e+000  4.1101302e-001  0.0000000e+000
  1.7156456e+005  3.8913820e+002  3.5394033e+001  1.9190824e+001  1.0628724e+001  5.6115143e-001  0.0000000e+000
  1.9407667e+005  3.5936973e+002  3.2834050e+001  1.7816846e+001  1.2178787e+001  7.4478326e-001  0.0000000e+000
  2.1954275e+005  3.3064354e+002  3.0372916e+001  1.6454495e+001  1.3522351e+001  9.6781232e-001  0.0000000e+000
  2.4835039e+005  3.0369058e+002  2.8112845e+001  1.5196469e+001  1.4571077e+001  1.2337268e+000  0.0000000e+000
  2.8093808e+005  2.7859090e+002  2.5994667e+001  1.4006427e+001  1.5285676e+001  1.5309927e+000  0.0000000e+000
  3.1780181e+005  2.5509718e+002  2.4000147e+001  1.2882714e+001  1.5606379e+001  1.8154566e+000  0.0000000e+000
  3.5950267e+005  2.3301568e+002  2.2102555e+001  1.1812365e+001  1.5574478e+001  2.0408965e+000  0.0000000e+000
  4.0667538e+005  2.1272970e+002  2.0347001e+001  1.0829564e+001  1.5276729e+001  2.1852637e+000  0.0000000e+000
