1		1		1
3		8.77655e-05	0.0433869	
5		0.268913463	0.0437991	
6		0.481920309	0.0445547	
10		0.048622082	0.0503066	
11		0.09399684	0.0504632	
14		0.001579779	0.0507982	
19		0.042478497	0.0517615	
22		0.000438827	0.05190255	
-1		-1		-1
3		3		3
10		0.030111113	0.0069197	
11		0.049120875	0.0070763	
14		0.001915715	0.0074285	
18		0.009504881	0.0083571	
19		0.01350825	0.00839206	
30		0.002839177	0.00864551	
-1		-1		-1
5		5		5
8		0.00410431	0.0063251	
13		0.178447775	0.0069819	
16		0.001070703	0.00787251	
21		0.030693003	0.00810031	
-1		-1		-1
6		6		6
8		0.006205136	0.0055695	
13		0.016345337	0.0062263	
14		0.146737881	0.0062607	
16		0.001497065	0.00711691	
22		0.030322789	0.00735101	
-1		-1		-1
-2		-2		-2
