1		1		1
5		0.2243667	0.0182141	
6		0.426551805	0.0183344	
10		0.037515357	0.0205668	
11		0.07272714	0.020587	
19		0.018340841	0.0209639	
-1		-1		-1
3		3		3
10		0.003263003	0.00257716	
11		0.004715321	0.00259745	
14		6.12995e-05	0.00275933	
18		0.000455028	0.0029728	
19		0.000938349	0.00297585	
-1		-1		-1
5		5		5
8		0.001546114	0.00226448	
13		0.037255772	0.00253089	
16		0.000186279	0.00272205	
21		0.002389958	0.00278983	
-1		-1		-1
6		6		6
8		0.001904645	0.00214418	
13		0.004852115	0.00241059	
14		0.043673401	0.00241453	
16		0.000305714	0.00260175	
22		0.003159528	0.00266982	
-1		-1		-1
-2		-2		-2
