1		1		1
3		0.000310636	0.057612	
5		0.276466203	0.058116	
6		0.479932903	0.059483	
10		0.05374006	0.0671212	
11		0.103752485	0.0674178	
14		0.002485089	0.06784035	
19		0.04069334	0.0692349	
22		0.000621272	0.0694353	
-1		-1		-1
3		3		3
10		0.044062589	0.0095092	
11		0.062500044	0.0098058	
14		0.003625033	0.0102608	
18		0.013624933	0.0115884	
19		0.019875026	0.0116574	
30		0.004312536	0.0120313	
-1		-1		-1
5		5		5
8		0.005352045	0.0087765	
13		0.254857996	0.0096919	
16		0.001784053	0.0109883	
21		0.047913327	0.0113129	
32		0.001834931	0.0115647	
-1		-1		-1
6		6		6
8		0.009836992	0.0074095	
13		0.023075549	0.0083249	
14		0.206760492	0.0083898	
16		0.002585653	0.0096213	
22		0.047017557	0.00995866	
32		0.001034268	0.0101977	
-1		-1		-1
8		8		8
17		0.001609469	0.002342385	
28		0.000280531	0.002745665	
-1		-1		-1
10		10		10
16		0.000491902	0.0019831	
21		0.002523219	0.00230775	
27		8.69246e-05	0.00248266	
32		8.97003e-05	0.00255953	
-1		-1		-1
11		11		11
16		0.000744552	0.0016865	
18		1.71687e-06	0.00178259	
21		0.000361402	0.00201115	
22		0.002861459	0.00202386	
23		2.3607e-05	0.00222677	
27		0.000121755	0.00218606	
31		0.000101582	0.00226336	
-1		-1		-1
13		13		13
18		0.001446046	0.00139249	
19		0.000189623	0.00146148	
24		0.027283889	0.00183549	
29		9.54935e-05	0.00182508	
30		1.09135e-05	0.00183545	
-1		-1		-1
14		14		14
19		0.001446513	0.00139658	
24		0.001508837	0.00177059	
25		0.028988227	0.00177295	
30		9.856e-05	0.00177055	
-1		-1		-1
-2		-2		-2
