1		1		1
3		0.000353357	0.059348	
5		0.276678445	0.059863	
6		0.478798587	0.061318	
10		0.054416961	0.0691786	
11		0.104946996	0.0694955	
14		0.002473498	0.06992875	
19		0.040636042	0.0713763	
22		0.000706714	0.0715846	
-1		-1		-1
3		3		3
10		0.044026502	0.0098306	
11		0.061275523	0.0101475	
14		0.003707086	0.0106153	
18		0.013725768	0.0119912	
19		0.019792042	0.0120654	
30		0.004473057	0.0124586	
-1		-1		-1
5		5		5
8		0.005459747	0.0090814	
13		0.258753545	0.0100312	
16		0.001811218	0.0113772	
21		0.049344361	0.0117147	
32		0.003066248	0.0119835	
-1		-1		-1
6		6		6
8		0.010562921	0.0076264	
13		0.024295952	0.0085762	
14		0.217695436	0.0086453	
16		0.002850658	0.00992217	
22		0.050222887	0.0102735	
32		0.001981898	0.0105285	
-1		-1		-1
8		8		8
17		0.001705848	0.00243189	
28		0.000304152	0.002856415	
-1		-1		-1
10		10		10
16		0.00051587	0.00206157	
21		0.002659124	0.00239914	
27		9.28035e-05	0.00258583	
32		0.000134286	0.00266788	
-1		-1		-1
11		11		11
16		0.000931063	0.00174467	
18		2.14632e-06	0.00184367	
21		0.000453191	0.00208224	
22		0.003576885	0.00209596	
23		3.14764e-05	0.002306185	
27		0.000154879	0.00226893	
31		0.000180633	0.00235149	
-1		-1		-1
13		13		13
18		0.001472702	0.00144497	
19		0.000190212	0.00151921	
24		0.028820005	0.00190616	
29		0.000106634	0.00190083	
30		1.1528e-05	0.0019124	
-1		-1		-1
14		14		14
19		0.001421018	0.00145011	
24		0.001550475	0.00183706	
25		0.030106308	0.00183971	
30		0.000105372	0.0018433	
-1		-1		-1
-2		-2		-2
