1		1		1
5		0.283067422	0.088027	
6		0.464916795	0.091307	
10		0.056613484	0.102535	
11		0.108080288	0.103286	
14		0.00343112	0.103888	
19		0.053182364	0.106182	
22		0.00171556	0.106532	
-1		-1		-1
3		3		3
10		0.051107665	0.0151933	
11		0.050252285	0.0159441	
14		0.005754138	0.0166239	
18		0.019773455	0.0187432	
19		0.020250999	0.0189366	
30		0.006858786	0.0196733	
-1		-1		-1
5		5		5
8		0.009644275	0.0141887	
13		0.378213841	0.0157834	
16		0.002836999	0.0179135	
21		0.087556812	0.0184875	
32		0.018702868	0.0190702	
-1		-1		-1
6		6		6
8		0.01881496	0.0109087	
13		0.03287622	0.0125034	
14		0.294042663	0.0126589	
16		0.005263558	0.0146335	
22		0.076587149	0.0152434	
32		0.014571304	0.0157902	
-1		-1		-1
8		8		8
17		0.004025135	0.00396618	
28		0.001034861	0.004777575	
-1		-1		-1
10		10		10
16		0.001095517	0.0034052	
21		0.005496833	0.00397919	
27		0.000262747	0.0043806	
32		0.00117852	0.00456188	
-1		-1		-1
11		11		11
16		0.002190368	0.0026544	
18		7.21265e-06	0.0027991	
21		0.001051504	0.00322839	
22		0.008014515	0.00326428	
23		0.000121019	0.00357958	
27		0.000488885	0.0036298	
31		0.001752774	0.0038143	
-1		-1		-1
13		13		13
18		0.002380543	0.0022748	
19		0.00024067	0.00246816	
24		0.052319627	0.0030507	
29		0.000449949	0.00316081	
30		4.70872e-05	0.00320494	
-1		-1		-1
14		14		14
19		0.002013492	0.00231266	
24		0.002903965	0.0028952	
25		0.056718076	0.00290436	
30		0.000397026	0.00304944	
-1		-1		-1
-2		-2		-2
