1		1		1
5		0.228095403	0.0191152	
6		0.432818266	0.0192483	
10		0.038693668	0.0216049	
11		0.074920468	0.0216277	
19		0.019476813	0.02203455	
-1		-1		-1
3		3		3
10		0.003499377	0.00272184	
11		0.005161323	0.00274461	
14		7.22587e-05	0.00291385	
18		0.000526454	0.00314971	
19		0.001042588	0.00315324	
-1		-1		-1
5		5		5
8		0.001607502	0.00239777	
13		0.040187535	0.00267727	
16		0.000200938	0.00288966	
21		0.002945747	0.00296265	
-1		-1		-1
6		6		6
8		0.002022329	0.00226467	
13		0.005256481	0.00254417	
14		0.047269979	0.00254865	
16		0.000330927	0.00275656	
22		0.004396071	0.00282991	
-1		-1		-1
-2		-2		-2
