1		1		1
5		0.159297983	0.0098116	
6		0.310523126	0.0098442	
10		0.021519254	0.0109376	
11		0.042106764	0.010942	
19		0.001552771	0.0110606	
-1		-1		-1
3		3		3
10		0.000412617	0.00127292	
11		0.000748851	0.00127732	
14		4.49304e-06	0.00136411	
18		7.48849e-06	0.0013958	
19		0.000129551	0.00139601	
-1		-1		-1
5		5		5
8		0.000949841	0.00107615	
13		0.015124855	0.00121658	
16		4.53745e-05	0.00124062	
-1		-1		-1
6		6		6
8		0.00090801	0.00104355	
13		0.001564125	0.00118398	
14		0.014091373	0.00118461	
16		5.63593e-05	0.00120802	
-1		-1		-1
-2		-2		-2
