1		1		1
5		0.284933018	0.095066	
6		0.459569383	0.098928	
10		0.057446173	0.110928	
11		0.107998805	0.11182	
14		0.004595694	0.112464	
19		0.055148326	0.114963	
22		0.002297847	0.1153535	
-1		-1		-1
3		3		3
10		0.056754173	0.0165865	
11		0.051503768	0.0174784	
14		0.006797519	0.0182128	
18		0.023175584	0.0205038	
19		0.021939671	0.0207375	
30		0.007828928	0.0215646	
-1		-1		-1
5		5		5
8		0.010207345	0.0155227	
13		0.385178386	0.0173072	
16		0.003080964	0.0196241	
21		0.09282804	0.0202658	
32		0.019720938	0.0209316	
-1		-1		-1
6		6		6
8		0.021142651	0.0116607	
13		0.034797291	0.0134452	
14		0.311223323	0.0136268	
16		0.005882478	0.0157621	
22		0.082165853	0.0164469	
32		0.017367341	0.0170696	
-1		-1		-1
8		8		8
17		0.004563761	0.00437395	
28		0.001216242	0.005289915	
-1		-1		-1
10		10		10
16		0.001270675	0.0037616	
21		0.006135575	0.00440332	
27		0.00031169	0.00486085	
32		0.001389707	0.00506915	
-1		-1		-1
11		11		11
16		0.002590335	0.0028697	
18		9.12025e-06	0.0030254	
21		0.00121308	0.00351142	
22		0.009120896	0.00355446	
23		0.000154143	0.00389318	
27		0.000608364	0.00396895	
31		0.002110575	0.004181415	
-1		-1		-1
13		13		13
18		0.002530759	0.0024726	
19		0.000231609	0.0027063	
24		0.056490168	0.00333471	
29		0.00051971	0.00347742	
30		4.51915e-05	0.00353341	
-1		-1		-1
14		14		14
19		0.002052811	0.0025247	
24		0.003191871	0.00315311	
25		0.062585716	0.00316445	
30		0.000419324	0.00335181	
-1		-1		-1
-2		-2		-2
