1		1		1
5		0.23831142	0.0219609	
6		0.449218696	0.022139	
10		0.041216356	0.0248888	
11		0.079579404	0.0249205	
19		0.022685345	0.02542325	
-1		-1		-1
3		3		3
10		0.004479479	0.00318321	
11		0.006944929	0.00321487	
14		0.000116328	0.00340685	
18		0.000781303	0.00371499	
19		0.001454963	0.00372026	
-1		-1		-1
5		5		5
8		0.001811991	0.0028243	
13		0.049643599	0.00314511	
16		0.000248217	0.00342649	
21		0.005279597	0.00351563	
-1		-1		-1
6		6		6
8		0.002338586	0.0026462	
13		0.006359301	0.00296701	
14		0.057187325	0.00297345	
16		0.000400356	0.00324839	
22		0.007472036	0.00333814	
-1		-1		-1
-2		-2		-2
