1		1		1
3		0.000272725	0.055909	
5		0.275997491	0.056402	
6		0.481086536	0.0576858	
10		0.053181335	0.0651036	
11		0.102817247	0.0653809	
14		0.002454523	0.06579305	
19		0.040635994	0.0671356	
22		0.00054545	0.0673284	
-1		-1		-1
3		3		3
10		0.042553857	0.0091946	
11		0.061538439	0.0094719	
14		0.003415445	0.0099144	
18		0.01323079	0.0111946	
19		0.019230818	0.0112586	
30		0.004030736	0.0116141	
-1		-1		-1
5		5		5
8		0.005185052	0.0084783	
13		0.248088966	0.0093607	
16		0.001612573	0.0106083	
21		0.046181774	0.0109205	
32		0.00114125	0.011156	
-1		-1		-1
6		6		6
8		0.009393315	0.0071945	
13		0.022418891	0.0080769	
14		0.200956839	0.0081376	
16		0.002472862	0.00932455	
22		0.044283788	0.00964848	
32		0.000804183	0.00987219	
-1		-1		-1
8		8		8
17		0.001512432	0.002255315	
28		0.000257567	0.00263818	
-1		-1		-1
10		10		10
16		0.000477612	0.00190675	
21		0.002438036	0.00221892	
27		8.28936e-05	0.00238259	
32		5.02231e-05	0.00245439	
-1		-1		-1
11		11		11
16		0.000703725	0.00162945	
18		1.62329e-06	0.00172269	
21		0.000340635	0.00194162	
22		0.002705595	0.00195338	
23		2.0833e-05	0.00214901	
27		0.000113094	0.00210529	
31		5.54648e-05	0.002177445	
-1		-1		-1
13		13		13
18		0.000798012	0.00134089	
19		0.000106111	0.00140494	
24		0.014535729	0.00176616	
29		4.7968e-05	0.00175115	
30		5.81427e-06	0.00176041	
-1		-1		-1
14		14		14
19		0.001711005	0.00134424	
24		0.001711005	0.00170546	
25		0.032528612	0.00170756	
30		0.000107344	0.00169971	
-1		-1		-1
-2		-2		-2
