1		1		1
5		0.246472529	0.0250232	
6		0.461553102	0.0252572	
10		0.043941124	0.0284306	
11		0.084646618	0.0284737	
19		0.025383835	0.0290843	
-1		-1		-1
3		3		3
10		0.013775165	0.00368694	
11		0.022182229	0.00372998	
14		0.000421461	0.00394568	
18		0.002772778	0.00433666	
19		0.00488009	0.0043445	
30		0.000155276	0.00443453	
-1		-1		-1
5		5		5
8		0.002270682	0.00329175	
13		0.06778155	0.00365723	
16		0.000406688	0.00401799	
21		0.007998223	0.00412731	
-1		-1		-1
6		6		6
8		0.002519577	0.00305775	
13		0.007009322	0.00342323	
14		0.062982416	0.00343218	
16		0.000503916	0.00378399	
22		0.010076906	0.00389441	
-1		-1		-1
-2		-2		-2
