1		1		1
5		0.284280936	0.092678	
6		0.461956522	0.096337	
10		0.056438127	0.108078	
11		0.108695652	0.108921	
14		0.004180602	0.10955	
19		0.054347826	0.1119795	
22		0.002090301	0.1123565	
-1		-1		-1
3		3		3
10		0.055094893	0.0161112	
11		0.051323116	0.0169536	
14		0.006465904	0.0176694	
18		0.022118033	0.0199029	
19		0.021451985	0.0201224	
30		0.007543555	0.0209189	
-1		-1		-1
5		5		5
8		0.0099347	0.0150671	
13		0.378459178	0.0167859	
16		0.003028212	0.0190399	
21		0.089941103	0.0196582	
32		0.019188245	0.0202959	
-1		-1		-1
6		6		6
8		0.020413653	0.0114081	
13		0.034241703	0.0131269	
14		0.306255028	0.0132994	
16		0.005679697	0.0153809	
22		0.080503538	0.0160398	
32		0.016477198	0.0166369	
-1		-1		-1
8		8		8
17		0.004377076	0.004234565	
28		0.001152926	0.00511492	
-1		-1		-1
10		10		10
16		0.001208414	0.0036397	
21		0.005909118	0.00425805	
27		0.000294277	0.00469663	
32		0.001314188	0.00489572	
-1		-1		-1
11		11		11
16		0.002489101	0.0027973	
18		7.98609e-06	0.0029493	
21		0.001174891	0.00341565	
22		0.0088738	0.00345619	
23		0.000144643	0.003787065	
27		0.000574134	0.00385423	
31		0.00201524	0.00405716	
-1		-1		-1
13		13		13
18		0.00248211	0.002406	
19		0.000237179	0.00262553	
24		0.055157993	0.00323847	
29		0.000496423	0.00337021	
30		4.96426e-05	0.00342203	
-1		-1		-1
14		14		14
19		0.002037574	0.00245303	
24		0.003089614	0.00306597	
25		0.060462111	0.00307656	
30		0.000411143	0.00324953	
-1		-1		-1
-2		-2		-2
