1		1		1
5		0.252330612	0.0283065	
6		0.469006552	0.0286095	
10		0.045771969	0.0322368	
11		0.088273701	0.0322942	
19		0.028614578	0.03302415	
-1		-1		-1
3		3		3
10		0.015907314	0.0042347	
11		0.026402176	0.00429209	
14		0.000594046	0.00453259	
18		0.003603899	0.00501637	
19		0.006059303	0.00502769	
30		0.000805265	0.00515227	
-1		-1		-1
5		5		5
8		0.002578368	0.0038021	
13		0.083173065	0.00421604	
16		0.000499041	0.00466646	
21		0.011103601	0.00479746	
-1		-1		-1
6		6		6
8		0.003040728	0.0034991	
13		0.008459141	0.00391304	
14		0.076009798	0.00392519	
16		0.000608145	0.00436346	
22		0.014212878	0.00449624	
-1		-1		-1
-2		-2		-2
