1		1		1
5		0.194484763	0.0132919	
6		0.37509171	0.0133539	
10		0.029913706	0.0149123	
11		0.058326834	0.0149217	
19		0.009189414	0.01513875	
-1		-1		-1
3		3		3
10		0.001308976	0.00180131	
11		0.002316772	0.00181071	
14		2.08507e-05	0.00193043	
18		0.000144798	0.00202727	
19		0.000428603	0.00202825	
-1		-1		-1
5		5		5
8		0.001197202	0.00155392	
13		0.023291874	0.0017479	
16		9.31677e-05	0.00183038	
-1		-1		-1
6		6		6
8		0.001250019	0.00149192	
13		0.002720901	0.0016859	
14		0.024512896	0.00168753	
16		9.80406e-05	0.00176838	
-1		-1		-1
-2		-2		-2
