1		1		1
3		0.000728491	0.070468	
5		0.279012166	0.071052	
6		0.47279085	0.073138	
10		0.05609383	0.0823883	
11		0.107816712	0.0828534	
14		0.002913965	0.0833542	
19		0.045894952	0.08514085	
22		0.000728491	0.08540225	
-1		-1		-1
3		3		3
10		0.038823544	0.0119203	
11		0.047202029	0.0123854	
14		0.003752736	0.0129361	
18		0.012956944	0.014616	
19		0.016756969	0.0147297	
30		0.004507528	0.015252	
-1		-1		-1
5		5		5
8		0.007107722	0.0110673	
13		0.312428417	0.0122523	
16		0.002187059	0.0139146	
21		0.064485113	0.0143396	
32		0.01054457	0.0147236	
-1		-1		-1
6		6		6
8		0.013897402	0.0089813	
13		0.028353607	0.0101663	
14		0.253822289	0.0102661	
16		0.003882792	0.0118286	
22		0.062607598	0.0122749	
32		0.007398814	0.0126376	
-1		-1		-1
8		8		8
17		0.002444058	0.003021555	
28		0.000515941	0.003590205	
-1		-1		-1
10		10		10
16		0.00069858	0.00257827	
21		0.003642238	0.00300335	
27		0.000143141	0.00327054	
32		0.000523753	0.0033873	
-1		-1		-1
11		11		11
16		0.001266643	0.00211317	
18		3.39094e-06	0.00223063	
21		0.000622423	0.00253825	
22		0.00484376	0.00255947	
23		5.57033e-05	0.002814045	
27		0.000240251	0.00280544	
31		0.000721721	0.002923395	
-1		-1		-1
13		13		13
18		0.001827309	0.00177973	
19		0.000212478	0.00189338	
24		0.038632315	0.00236075	
29		0.000270426	0.00239467	
30		3.47688e-05	0.00241574	
-1		-1		-1
14		14		14
19		0.001633315	0.00179358	
24		0.002054687	0.00226095	
25		0.040130594	0.00226574	
30		0.00024881	0.00231594	
-1		-1		-1
-2		-2		-2
