1		1		1
3		0.000512243	0.064753	
5		0.277635488	0.065302	
6		0.475873374	0.067048	
10		0.055834443	0.075593	
11		0.107570946	0.0759781	
14		0.002561213	0.0764443	
19		0.042516136	0.0780569	
22		0.000512243	0.07829045	
-1		-1		-1
3		3		3
10		0.034884023	0.01084	
11		0.045599889	0.0112251	
14		0.003146233	0.011733	
18		0.011171996	0.0132578	
19		0.015412943	0.01335	
30		0.003784816	0.0138043	
-1		-1		-1
5		5		5
8		0.006245861	0.0100398	
13		0.286511586	0.0111006	
16		0.002005634	0.0126008	
21		0.056528791	0.0129799	
32		0.006876181	0.013302	
-1		-1		-1
6		6		6
8		0.012180177	0.0082938	
13		0.026490528	0.0093546	
14		0.237144101	0.009438	
16		0.003390424	0.0108548	
22		0.056917226	0.011251	
32		0.004695451	0.011556	
-1		-1		-1
8		8		8
17		0.002035005	0.002715085	
28		0.000394994	0.00320766	
-1		-1		-1
10		10		10
16		0.000589718	0.00230979	
21		0.00306745	0.0026889	
27		0.000112575	0.00291356	
32		0.000317635	0.00301098	
-1		-1		-1
11		11		11
16		0.001081091	0.00192469	
18		2.69763e-06	0.00203271	
21		0.000528303	0.0023038	
22		0.004150062	0.00232094	
23		4.21231e-05	0.00255322	
27		0.000190903	0.00252846	
31		0.000429946	0.00262662	
-1		-1		-1
13		13		13
18		0.001643187	0.00160821	
19		0.000201824	0.00170036	
24		0.033637403	0.00212691	
29		0.000193415	0.00213906	
30		2.3546e-05	0.00215466	
-1		-1		-1
14		14		14
19		0.001515336	0.00161696	
24		0.001790219	0.00204351	
25		0.034795317	0.00204713	
30		0.000180936	0.00207126	
-1		-1		-1
-2		-2		-2
