1		1		1
5		0.231774139	0.0200395	
6		0.438963298	0.0201865	
10		0.039814794	0.0226708	
11		0.077038961	0.0226963	
19		0.020411067	0.0231342	
-1		-1		-1
3		3		3
10		0.003698054	0.00287105	
11		0.005548468	0.00289654	
14		8.32276e-05	0.00307324	
18		0.000585363	0.00333236	
19		0.001131888	0.00333642	
-1		-1		-1
5		5		5
8		0.001614371	0.00253555	
13		0.041661214	0.00282847	
16		0.000208307	0.00306298	
21		0.003749509	0.00314126	
-1		-1		-1
6		6		6
8		0.002050873	0.00238855	
13		0.00543658	0.00268147	
14		0.048889554	0.00268654	
16		0.000342265	0.00291598	
22		0.005157878	0.00299469	
-1		-1		-1
-2		-2		-2
