1		1		1
5		0.21138257	0.0156498	
6		0.40417356	0.0157372	
10		0.033788774	0.0176171	
11		0.065677991	0.0176311	
19		0.01495421	0.01792435	
-1		-1		-1
3		3		3
10		0.00203217	0.00216967	
11		0.003540366	0.00218372	
14		3.8944e-05	0.00232411	
18		0.00029385	0.00247597	
19		0.000672669	0.00247786	
-1		-1		-1
5		5		5
8		0.001322146	0.00189014	
13		0.028742306	0.00211911	
16		0.000143711	0.00225224	
21		0.000948496	0.00230553	
-1		-1		-1
6		6		6
8		0.001533233	0.00180274	
13		0.00364727	0.00203171	
14		0.032858645	0.00203431	
16		0.000229985	0.00216484	
22		0.000229985	0.00221828	
-1		-1		-1
-2		-2		-2
