1		1		1
5		0.242043097	0.0229571	
6		0.454968037	0.0231526	
10		0.041628212	0.0260402	
11		0.080254858	0.0260754	
19		0.024114136	0.0266128	
-1		-1		-1
3		3		3
10		0.004852791	0.00334631	
11		0.00764219	0.00338147	
14		0.000133737	0.00358124	
18		0.000886495	0.00391588	
19		0.001627786	0.00392191	
-1		-1		-1
5		5		5
8		0.001932533	0.00297553	
13		0.054437534	0.00331084	
16		0.000272187	0.00361754	
21		0.00577038	0.00371319	
-1		-1		-1
6		6		6
8		0.002467024	0.00278003	
13		0.00674522	0.00311534	
14		0.06065778	0.00312254	
16		0.000424651	0.00342204	
22		0.008692551	0.00351843	
-1		-1		-1
-2		-2		-2
