1		1		1
5		0.250698809	0.0271868	
6		0.46685114	0.0274653	
10		0.045239659	0.0309379	
11		0.087111903	0.0309901	
19		0.027080011	0.03167905	
-1		-1		-1
3		3		3
10		0.015383277	0.00404711	
11		0.025343129	0.00409935	
14		0.000532206	0.00433146	
18		0.003370637	0.00478323	
19		0.005727547	0.00479328	
30		0.000532206	0.00490589	
-1		-1		-1
5		5		5
8		0.002480434	0.00362712	
13		0.077513517	0.00402446	
16		0.000465081	0.00444387	
21		0.009844219	0.00456749	
-1		-1		-1
6		6		6
8		0.002880148	0.00334862	
13		0.008012416	0.00374596	
14		0.071995728	0.00375696	
16		0.000576031	0.00416537	
22		0.01295827	0.00429052	
-1		-1		-1
-2		-2		-2
