1		1		1
5		0.181530619	0.0118329	
6		0.351804179	0.0118814	
10		0.026966008	0.0132432	
11		0.052682868	0.0132502	
19		0.005013293	0.0134237	
-1		-1		-1
3		3		3
10		0.000640286	0.00157738	
11		0.001145414	0.00158442	
14		8.59072e-06	0.00169075	
18		4.63892e-05	0.00175761	
19		0.00020732	0.00175817	
-1		-1		-1
5		5		5
8		0.00123022	0.00135061	
13		0.022066731	0.00152251	
16		6.62004e-05	0.00157792	
-1		-1		-1
6		6		6
8		0.001122619	0.00130211	
13		0.00225903	0.00147401	
14		0.020351849	0.00147515	
16		8.13983e-05	0.00152942	
-1		-1		-1
-2		-2		-2
