1		1		1
3		7.52672e-05	0.0419532	
5		0.268026494	0.042356	
6		0.482086407	0.0430603	
10		0.047869938	0.0486161	
11		0.092578654	0.0487612	
14		0.001430077	0.0490873	
19		0.042525967	0.0500079	
22		0.000376336	0.05014375	
-1		-1		-1
3		3		3
10		0.02861835	0.0066629	
11		0.04706969	0.006808	
14		0.00174159	0.00715	
18		0.009037388	0.0080385	
19		0.012708814	0.00807094	
30		0.002824193	0.00831962	
-1		-1		-1
5		5		5
8		0.00398454	0.0060824	
13		0.16955444	0.0067154	
16		0.001017341	0.00756561	
21		0.028824268	0.00778484	
-1		-1		-1
6		6		6
8		0.005895259	0.0053781	
13		0.015631786	0.0060111	
14		0.140332011	0.0060429	
16		0.001389594	0.00686131	
22		0.029229863	0.0070864	
-1		-1		-1
-2		-2		-2
