1		1		1
5		0.174100488	0.0111378	
6		0.338059227	0.0111804	
10		0.024915121	0.0124492	
11		0.04871452	0.0124553	
19		0.003211736	0.0126094	
-1		-1		-1
3		3		3
10		0.000565104	0.00147173	
11		0.001016375	0.00147779	
14		7.11464e-06	0.00157753	
18		2.84586e-05	0.00163168	
19		0.000182948	0.0016321	
-1		-1		-1
5		5		5
8		0.001140244	0.0012551	
13		0.019659386	0.00141629	
16		5.89782e-05	0.00146021	
-1		-1		-1
6		6		6
8		0.001055903	0.0012125	
13		0.002036588	0.00137369	
14		0.018347841	0.00137463	
16		7.33832e-05	0.00141761	
-1		-1		-1
-2		-2		-2
