1		1		1
3		5.48697e-05	0.0391737	
5		0.266227709	0.0395578	
6		0.482304527	0.0401681	
10		0.047352538	0.0453441	
11		0.091577503	0.0454683	
19		0.041481481	0.04661225	
-1		-1		-1
3		3		3
10		0.026383556	0.0061704	
11		0.043972611	0.0062946	
14		0.001495057	0.0066165	
18		0.007211499	0.00742487	
19		0.011564802	0.00745224	
30		0.002462464	0.00767628	
-1		-1		-1
5		5		5
8		0.003679574	0.0056181	
13		0.150186598	0.0062053	
16		0.000901125	0.00697543	
21		0.024780794	0.0071768	
-1		-1		-1
6		6		6
8		0.00523115	0.0050078	
13		0.014019205	0.005595	
14		0.125855356	0.0056221	
16		0.001163723	0.00636513	
22		0.02651662	0.00657138	
-1		-1		-1
-2		-2		-2
