1		1		1
5		0.284015955	0.08576	
6		0.465599926	0.088864	
10		0.055871991	0.099838	
11		0.107087983	0.100546	
14		0.003104	0.101135	
19		0.052767992	0.103362	
22		0.001552	0.1037	
-1		-1		-1
3		3		3
10		0.0494502	0.01475	
11		0.04999989	0.0154583	
14		0.00545091	0.0161207	
18		0.01875078	0.0181834	
19		0.01979979	0.0183647	
30		0.00655029	0.0190722	
-1		-1		-1
5		5		5
8		0.009255918	0.0137649	
13		0.370228129	0.0153013	
16		0.002591279	0.0173703	
21		0.084671073	0.0179232	
32		0.018029838	0.0184787	
-1		-1		-1
6		6		6
8		0.018046191	0.0106609	
13		0.032233162	0.0121973	
14		0.288291018	0.0123447	
16		0.005074032	0.0142663	
22		0.074729925	0.0148529	
32		0.013635654	0.0153747	
-1		-1		-1
8		8		8
17		0.003887293	0.003837145	
28		0.000982708	0.004615025	
-1		-1		-1
10		10		10
16		0.001070401	0.0032923	
21		0.005423878	0.00384523	
27		0.000253293	0.00422837	
32		0.001126811	0.00440068	
-1		-1		-1
11		11		11
16		0.002015631	0.002584	
18		6.33124e-06	0.0027251	
21		0.000973552	0.00313693	
22		0.00744875	0.00317064	
23		0.000108751	0.003478255	
27		0.000442084	0.00352007	
31		0.001578763	0.00369528	
-1		-1		-1
13		13		13
18		0.002322709	0.0022101	
19		0.000241948	0.00239139	
24		0.050936601	0.002959	
29		0.000430414	0.00305838	
30		4.58425e-05	0.00309887	
-1		-1		-1
14		14		14
19		0.001991708	0.00224399	
24		0.002813115	0.0028116	
25		0.05494366	0.00282011	
30		0.000381858	0.00295147	
-1		-1		-1
-2		-2		-2
