1		1		1
5		0.234867044	0.0209884	
6		0.443982812	0.0211504	
10		0.040846564	0.0237657	
11		0.078983789	0.0237942	
19		0.021311979	0.0242636	
-1		-1		-1
3		3		3
10		0.004052688	0.00302475	
11		0.00618731	0.0030532	
14		9.89962e-05	0.00323749	
18		0.000674417	0.00352032	
19		0.001274587	0.00352491	
-1		-1		-1
5		5		5
8		0.001716587	0.00267766	
13		0.045775648	0.00298436	
16		0.000228879	0.00324159	
21		0.004884261	0.00332446	
-1		-1		-1
6		6		6
8		0.002207334	0.00251566	
13		0.005969942	0.00282236	
14		0.053685932	0.00282809	
16		0.000375843	0.00307959	
22		0.006335047	0.00316293	
-1		-1		-1
-2		-2		-2
