1		1		1
5		0.244406375	0.0239785	
6		0.458547474	0.0241926	
10		0.042807455	0.0272214	
11		0.082494938	0.0272603	
19		0.024762498	0.02783365	
-1		-1		-1
3		3		3
10		0.005257277	0.00351418	
11		0.008371462	0.00355313	
14		0.000152778	0.0037608	
18		0.001008761	0.00412303	
19		0.001812423	0.00412993	
30		2.93012e-05	0.00420922	
-1		-1		-1
5		5		5
8		0.002032619	0.00313126	
13		0.058916527	0.00348146	
16		0.000324041	0.0038146	
21		0.006598651	0.00391701	
-1		-1		-1
6		6		6
8		0.00263335	0.00291716	
13		0.007262391	0.00326736	
14		0.065282441	0.0032754	
16		0.000489673	0.0036005	
22		0.009900094	0.00370382	
-1		-1		-1
-2		-2		-2
