   7.0000000e+04   2.1831980e+00   1.5065328e+00   1.3755436e+00   1.2749801e+00   1.2700720e+00   1.0519726e+00   9.4733107e-01   9.1369036e-01   7.3292961e-01   6.9339701e-01   4.7805582e-01   4.7264302e-01   2.8536471e-01   2.4004388e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+05   1.8441340e+00   1.3273880e+00   1.2257736e+00   1.1472992e+00   1.1434580e+00   9.7155619e-01   8.8810321e-01   8.6111447e-01   7.1449849e-01   6.8201240e-01   5.0139358e-01   4.9675409e-01   3.3160277e-01   2.8975810e-01   1.6169345e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3000000e+05   1.5808090e+00   1.1634368e+00   1.0807158e+00   1.0166473e+00   1.0135068e+00   8.7248244e-01   8.0363467e-01   7.8130684e-01   6.5938711e-01   6.3220939e-01   4.7967467e-01   4.7571793e-01   3.3304795e-01   2.9615698e-01   1.8001629e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.2000000e+05   6.6523925e-01   5.1694559e-01   4.8695390e-01   4.6356003e-01   4.6240937e-01   4.1032511e-01   3.8457112e-01   3.7616708e-01   3.2976836e-01   3.1929410e-01   2.5938636e-01   2.5780257e-01   1.9930730e-01   1.8361977e-01   1.3174336e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.4000000e+05   3.6966229e-01   2.9199351e-01   2.7616452e-01   2.6378593e-01   2.6317632e-01   2.3550546e-01   2.2176364e-01   2.1727028e-01   1.9237530e-01   1.8673363e-01   1.5429030e-01   1.5342815e-01   1.2139423e-01   1.1273061e-01   8.3792427e-02   2.4586323e-03   2.4584616e-03   2.4357579e-03   2.4357579e-03   0.0000000e+00
   1.5500000e+06   2.1425999e-01   1.7100747e-01   1.6214309e-01   1.5519802e-01   1.5485569e-01   1.3928570e-01   1.3152935e-01   1.2898947e-01   1.1488267e-01   1.1167714e-01   9.3173986e-02   9.2680552e-02   7.4273259e-02   6.9267705e-02   5.2443977e-02   2.7223996e-03   2.7222655e-03   2.7044204e-03   2.7044204e-03   7.4006004e-04
   1.9100000e+06   1.7715615e-01   1.4181452e-01   1.3455894e-01   1.2887108e-01   1.2859064e-01   1.1582782e-01   1.0946386e-01   1.0737901e-01   9.5790793e-02   9.3155404e-02   7.7926069e-02   7.7519512e-02   6.2335081e-02   5.8199268e-02   4.4273604e-02   2.5942578e-03   2.5941400e-03   2.5784629e-03   2.5784629e-03   8.0573485e-04
   3.0000000e+06   1.1673723e-01   9.3983963e-02   8.9296511e-02   8.5617649e-02   8.5436168e-02   7.7166513e-02   7.3035149e-02   7.1680508e-02   6.4139666e-02   6.2421921e-02   5.2473103e-02   5.2206957e-02   4.2243369e-02   3.9520955e-02   3.0321973e-02   2.1509147e-03   2.1508293e-03   2.1394609e-03   2.1394609e-03   8.0704796e-04
   5.0000000e+06   7.2209715e-02   5.8459244e-02   5.5616320e-02   5.3382452e-02   5.3272192e-02   4.8241469e-02   4.5723300e-02   4.4896865e-02   4.0289271e-02   3.9237940e-02   3.3134880e-02   3.2971267e-02   2.6831635e-02   2.5148721e-02   1.9442223e-02   1.5908986e-03   1.5908416e-03   1.5832485e-03   1.5832485e-03   6.7447039e-04
   7.5000000e+06   4.9051244e-02   3.9865876e-02   3.7961798e-02   3.6464336e-02   3.6390393e-02   3.3013520e-02   3.1320777e-02   3.0764869e-02   2.7662036e-02   2.6953186e-02   2.2831369e-02   2.2720700e-02   1.8560645e-02   1.7417726e-02   1.3532527e-02   1.2002618e-03   1.2002211e-03   1.1948069e-03   1.1948069e-03   5.4025638e-04
   1.0000000e+07   3.7185312e-02   3.0299179e-02   2.8869198e-02   2.7743931e-02   2.7688351e-02   2.5148497e-02   2.3874105e-02   2.3455399e-02   2.1116596e-02   2.0581852e-02   1.7468936e-02   1.7385268e-02   1.4236609e-02   1.3370232e-02   1.0420183e-02   9.6747669e-04   9.6744492e-04   9.6321479e-04   9.6321479e-04   4.4902877e-04
