1.00000E+02        1.17044E-11       2.92279E-01
1.00000E+02        1.01537E-11       3.11870E-01
1.00000E+02        8.80372E-12       3.32775E-01
1.00000E+02        7.63111E-12       3.55081E-01
1.00000E+02        6.61393E-12       3.78882E-01
1.00000E+02        5.73190E-12       4.04278E-01
1.00000E+02        4.96646E-12       4.31377E-01
1.00000E+02        4.30250E-12       4.60292E-01
1.00000E+02        3.72668E-12       4.91145E-01
1.00000E+02        3.22736E-12       5.24066E-01
1.00000E+02        2.79445E-12       5.59194E-01
1.00000E+02        2.41917E-12       5.96677E-01
1.00000E+02        2.09391E-12       6.36672E-01
1.00000E+02        1.81203E-12       6.79348E-01
1.00000E+02        1.56780E-12       7.24885E-01
1.00000E+02        1.35623E-12       7.73473E-01
1.00000E+02        1.17297E-12       8.25319E-01
1.00000E+02        1.01426E-12       8.80640E-01
1.00000E+02        8.76850E-13       9.39669E-01
1.00000E+02        7.57893E-13       1.00265E+00
1.00000E+02        6.54932E-13       1.06986E+00
1.00000E+02        5.65833E-13       1.14158E+00
1.00000E+02        4.88746E-13       1.21809E+00
1.00000E+02        4.22064E-13       1.29974E+00
1.00000E+02        3.64394E-13       1.38686E+00
1.00000E+02        3.14530E-13       1.47983E+00
1.00000E+02        2.71423E-13       1.57902E+00
1.00000E+02        2.34166E-13       1.68486E+00
1.00000E+02        2.01972E-13       1.79779E+00
1.00000E+02        1.74160E-13       1.91830E+00
1.00000E+02        1.50139E-13       2.04688E+00
1.00000E+02        1.29397E-13       2.18409E+00
1.00000E+02        1.11490E-13       2.33048E+00
1.00000E+02        9.60351E-14       2.48670E+00
1.00000E+02        8.26997E-14       2.65338E+00
1.00000E+02        7.11960E-14       2.83123E+00
1.00000E+02        6.12750E-14       3.02101E+00
1.00000E+02        5.27213E-14       3.22351E+00
1.00000E+02        4.53482E-14       3.43958E+00
1.00000E+02        3.89947E-14       3.67013E+00
1.00000E+02        3.35213E-14       3.91614E+00
1.00000E+02        2.88074E-14       4.17864E+00
1.00000E+02        2.47487E-14       4.45873E+00
1.00000E+02        2.12552E-14       4.75760E+00
1.00000E+02        1.82491E-14       5.07650E+00
1.00000E+02        1.56632E-14       5.41678E+00
1.00000E+02        1.34394E-14       5.77986E+00
1.00000E+02        1.15276E-14       6.16728E+00
1.00000E+02        9.88447E-15       6.58067E+00
1.00000E+02        8.47278E-15       7.02177E+00
1.00000E+02        7.26030E-15       7.49244E+00
1.00000E+02        6.21925E-15       7.99466E+00
1.00000E+02        5.32568E-15       8.53054E+00
1.00000E+02        4.55896E-15       9.10234E+00
1.00000E+02        3.90130E-15       9.71246E+00
1.00000E+02        3.33738E-15       1.03635E+01
1.00000E+02        2.85400E-15       1.10581E+01
1.00000E+02        2.43980E-15       1.17994E+01
1.00000E+02        2.08502E-15       1.25903E+01
1.00000E+02        1.78123E-15       1.34342E+01
1.00000E+02        1.52120E-15       1.43347E+01
1.00000E+02        1.29870E-15       1.52955E+01
1.00000E+02        1.10840E-15       1.63208E+01
1.00000E+02        9.45695E-16       1.74148E+01
1.00000E+02        8.06636E-16       1.85821E+01
1.00000E+02        6.87834E-16       1.98276E+01
1.00000E+02        5.86380E-16       2.11567E+01
1.00000E+02        4.99775E-16       2.25748E+01
1.00000E+02        4.25878E-16       2.40880E+01
1.00000E+02        3.62850E-16       2.57026E+01
1.00000E+02        3.09117E-16       2.74254E+01
1.00000E+02        2.63328E-16       2.92638E+01
1.00000E+02        2.24327E-16       3.12253E+01
1.00000E+02        1.91123E-16       3.33183E+01
1.00000E+02        1.62868E-16       3.55516E+01
1.00000E+02        1.26027E-16       3.79347E+01
1.00000E+02        1.06922E-16       4.04774E+01
1.00000E+02        9.06763E-17       4.31906E+01
1.00000E+02        7.69164E-17       4.60857E+01
1.00000E+02        6.52466E-17       4.91748E+01
1.00000E+02        5.53940E-17       5.24709E+01
1.00000E+02        4.70506E-17       5.59880E+01
1.00000E+02        4.00285E-17       5.97409E+01
1.00000E+02        3.41129E-17       6.37453E+01
1.00000E+02        2.91015E-17       6.80181E+01
1.00000E+02        2.48868E-17       7.25774E+01
1.00000E+02        2.13366E-17       7.74422E+01
1.00000E+02        1.83456E-17       8.26332E+01
1.00000E+02        1.58381E-17       8.81720E+01
1.00000E+02        1.37393E-17       9.40822E+01
1.00000E+02        1.19808E-17       1.00388E+02
1.00000E+02        1.05140E-17       1.07117E+02
1.00000E+02        9.29143E-18       1.14298E+02
1.00000E+02        8.29012E-18       1.21959E+02
1.00000E+02        7.47218E-18       1.30134E+02
1.00000E+02        6.81683E-18       1.38857E+02
1.00000E+02        6.31059E-18       1.48164E+02
1.00000E+02        5.94527E-18       1.58095E+02
1.00000E+02        5.71845E-18       1.68693E+02
1.00000E+02        5.63908E-18       1.80000E+02
1.20679E+02        1.38536E-11       2.66061E-01
1.20679E+02        1.19918E-11       2.84165E-01
1.20679E+02        1.03735E-11       3.03500E-01
1.20679E+02        8.97040E-12       3.24151E-01
1.20679E+02        7.75595E-12       3.46208E-01
1.20679E+02        6.70550E-12       3.69765E-01
1.20679E+02        5.79629E-12       3.94925E-01
1.20679E+02        5.00927E-12       4.21797E-01
1.20679E+02        4.32831E-12       4.50497E-01
1.20679E+02        3.73923E-12       4.81150E-01
1.20679E+02        3.22970E-12       5.13889E-01
1.20679E+02        2.78907E-12       5.48856E-01
1.20679E+02        2.40806E-12       5.86202E-01
1.20679E+02        2.07869E-12       6.26089E-01
1.20679E+02        1.79399E-12       6.68690E-01
1.20679E+02        1.54795E-12       7.14189E-01
1.20679E+02        1.33537E-12       7.62785E-01
1.20679E+02        1.15173E-12       8.14687E-01
1.20679E+02        9.93116E-13       8.70121E-01
1.20679E+02        8.56149E-13       9.29327E-01
1.20679E+02        7.37898E-13       9.92561E-01
1.20679E+02        6.35827E-13       1.06010E+00
1.20679E+02        5.47741E-13       1.13223E+00
1.20679E+02        4.71740E-13       1.20927E+00
1.20679E+02        4.06181E-13       1.29155E+00
1.20679E+02        3.49642E-13       1.37944E+00
1.20679E+02        3.00893E-13       1.47330E+00
1.20679E+02        2.58871E-13       1.57354E+00
1.20679E+02        2.22657E-13       1.68061E+00
1.20679E+02        1.91456E-13       1.79497E+00
1.20679E+02        1.64580E-13       1.91710E+00
1.20679E+02        1.41435E-13       2.04755E+00
1.20679E+02        1.21510E-13       2.18687E+00
1.20679E+02        1.04361E-13       2.33567E+00
1.20679E+02        8.96044E-14       2.49460E+00
1.20679E+02        7.69109E-14       2.66434E+00
1.20679E+02        6.59949E-14       2.84563E+00
1.20679E+02        5.66102E-14       3.03925E+00
1.20679E+02        4.85444E-14       3.24605E+00
1.20679E+02        4.16142E-14       3.46693E+00
1.20679E+02        3.56615E-14       3.70283E+00
1.20679E+02        3.05500E-14       3.95478E+00
1.20679E+02        2.61623E-14       4.22387E+00
1.20679E+02        2.23970E-14       4.51128E+00
1.20679E+02        1.91669E-14       4.81824E+00
1.20679E+02        1.63969E-14       5.14609E+00
1.20679E+02        1.40221E-14       5.49625E+00
1.20679E+02        1.19870E-14       5.87023E+00
1.20679E+02        1.02434E-14       6.26966E+00
1.20679E+02        8.75026E-15       6.69626E+00
1.20679E+02        7.47193E-15       7.15190E+00
1.20679E+02        6.37794E-15       7.63854E+00
1.20679E+02        5.44204E-15       8.15829E+00
1.20679E+02        4.64167E-15       8.71340E+00
1.20679E+02        3.95747E-15       9.30629E+00
1.20679E+02        3.37280E-15       9.93952E+00
1.20679E+02        2.87337E-15       1.06158E+01
1.20679E+02        2.44691E-15       1.13382E+01
1.20679E+02        2.08292E-15       1.21097E+01
1.20679E+02        1.77236E-15       1.29336E+01
1.20679E+02        1.50751E-15       1.38137E+01
1.20679E+02        1.28172E-15       1.47536E+01
1.20679E+02        1.08933E-15       1.57575E+01
1.20679E+02        9.25455E-16       1.68297E+01
1.20679E+02        7.85941E-16       1.79748E+01
1.20679E+02        6.67219E-16       1.91979E+01
1.20679E+02        5.66237E-16       2.05042E+01
1.20679E+02        4.80385E-16       2.18993E+01
1.20679E+02        4.07433E-16       2.33894E+01
1.20679E+02        3.45474E-16       2.49809E+01
1.20679E+02        2.92878E-16       2.66807E+01
1.20679E+02        2.48254E-16       2.84961E+01
1.20679E+02        2.10414E-16       3.04351E+01
1.20679E+02        1.78345E-16       3.25060E+01
1.20679E+02        1.39138E-16       3.47178E+01
1.20679E+02        1.16571E-16       3.70801E+01
1.20679E+02        9.83389E-17       3.96032E+01
1.20679E+02        8.29500E-17       4.22979E+01
1.20679E+02        6.99683E-17       4.51760E+01
1.20679E+02        5.90844E-17       4.82499E+01
1.20679E+02        4.99083E-17       5.15330E+01
1.20679E+02        4.21561E-17       5.50395E+01
1.20679E+02        3.56858E-17       5.87845E+01
1.20679E+02        3.02511E-17       6.27844E+01
1.20679E+02        2.56798E-17       6.70564E+01
1.20679E+02        2.18534E-17       7.16192E+01
1.20679E+02        1.86392E-17       7.64924E+01
1.20679E+02        1.59434E-17       8.16972E+01
1.20679E+02        1.37008E-17       8.72561E+01
1.20679E+02        1.18244E-17       9.31933E+01
1.20679E+02        1.02624E-17       9.95344E+01
1.20679E+02        8.96353E-18       1.06307E+02
1.20679E+02        7.89012E-18       1.13541E+02
1.20679E+02        7.00800E-18       1.21266E+02
1.20679E+02        6.29201E-18       1.29518E+02
1.20679E+02        5.72023E-18       1.38330E+02
1.20679E+02        5.28043E-18       1.47743E+02
1.20679E+02        4.96359E-18       1.57796E+02
1.20679E+02        4.76616E-18       1.68533E+02
1.20679E+02        4.69685E-18       1.80000E+02
1.45635E+02        1.63913E-11       2.42195E-01
1.45635E+02        1.41581E-11       2.58920E-01
1.45635E+02        1.22193E-11       2.76801E-01
1.45635E+02        1.05412E-11       2.95916E-01
1.45635E+02        9.09189E-12       3.16351E-01
1.45635E+02        7.84138E-12       3.38198E-01
1.45635E+02        6.76211E-12       3.61553E-01
1.45635E+02        5.82972E-12       3.86521E-01
1.45635E+02        5.02491E-12       4.13213E-01
1.45635E+02        4.33033E-12       4.41748E-01
1.45635E+02        3.73100E-12       4.72254E-01
1.45635E+02        3.21394E-12       5.04867E-01
1.45635E+02        2.76794E-12       5.39732E-01
1.45635E+02        2.38331E-12       5.77004E-01
1.45635E+02        2.05167E-12       6.16851E-01
1.45635E+02        1.76577E-12       6.59449E-01
1.45635E+02        1.51935E-12       7.04989E-01
1.45635E+02        1.30701E-12       7.53674E-01
1.45635E+02        1.12406E-12       8.05721E-01
1.45635E+02        9.66487E-13       8.61362E-01
1.45635E+02        8.30788E-13       9.20845E-01
1.45635E+02        7.13955E-13       9.84437E-01
1.45635E+02        6.13389E-13       1.05242E+00
1.45635E+02        5.26845E-13       1.12510E+00
1.45635E+02        4.52387E-13       1.20279E+00
1.45635E+02        3.88342E-13       1.28586E+00
1.45635E+02        3.33268E-13       1.37465E+00
1.45635E+02        2.85921E-13       1.46958E+00
1.45635E+02        2.45227E-13       1.57107E+00
1.45635E+02        2.10261E-13       1.67956E+00
1.45635E+02        1.80224E-13       1.79555E+00
1.45635E+02        1.54430E-13       1.91955E+00
1.45635E+02        1.32285E-13       2.05211E+00
1.45635E+02        1.13279E-13       2.19382E+00
1.45635E+02        9.69716E-14       2.34532E+00
1.45635E+02        8.29836E-14       2.50728E+00
1.45635E+02        7.09891E-14       2.68043E+00
1.45635E+02        6.07072E-14       2.86553E+00
1.45635E+02        5.18962E-14       3.06342E+00
1.45635E+02        4.43481E-14       3.27497E+00
1.45635E+02        3.78841E-14       3.50113E+00
1.45635E+02        3.23503E-14       3.74291E+00
1.45635E+02        2.76144E-14       4.00139E+00
1.45635E+02        2.35629E-14       4.27771E+00
1.45635E+02        2.00981E-14       4.57312E+00
1.45635E+02        1.71361E-14       4.88893E+00
1.45635E+02        1.46048E-14       5.22655E+00
1.45635E+02        1.24424E-14       5.58748E+00
1.45635E+02        1.05958E-14       5.97334E+00
1.45635E+02        9.01954E-15       6.38584E+00
1.45635E+02        7.67454E-15       6.82683E+00
1.45635E+02        6.52731E-15       7.29828E+00
1.45635E+02        5.54917E-15       7.80228E+00
1.45635E+02        4.71554E-15       8.34109E+00
1.45635E+02        4.00535E-15       8.91710E+00
1.45635E+02        3.40059E-15       9.53289E+00
1.45635E+02        2.88582E-15       1.01912E+01
1.45635E+02        2.44784E-15       1.08950E+01
1.45635E+02        2.07537E-15       1.16474E+01
1.45635E+02        1.75875E-15       1.24517E+01
1.45635E+02        1.48972E-15       1.33116E+01
1.45635E+02        1.26126E-15       1.42309E+01
1.45635E+02        1.06733E-15       1.52136E+01
1.45635E+02        9.02795E-16       1.62642E+01
1.45635E+02        7.63276E-16       1.73874E+01
1.45635E+02        6.45032E-16       1.85881E+01
1.45635E+02        5.44872E-16       1.98718E+01
1.45635E+02        4.60077E-16       2.12441E+01
1.45635E+02        3.88333E-16       2.27111E+01
1.45635E+02        3.27667E-16       2.42795E+01
1.45635E+02        2.76397E-16       2.59562E+01
1.45635E+02        2.33097E-16       2.77487E+01
1.45635E+02        1.96550E-16       2.96649E+01
1.45635E+02        1.66239E-16       3.17135E+01
1.45635E+02        1.27734E-16       3.39036E+01
1.45635E+02        1.07287E-16       3.62449E+01
1.45635E+02        8.99307E-17       3.87478E+01
1.45635E+02        7.55576E-17       4.14237E+01
1.45635E+02        6.34436E-17       4.42843E+01
1.45635E+02        5.32719E-17       4.73425E+01
