3.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
3.00000000e+00 	1.70392202e-04 	1.00000000e+00 	
3.00000000e+00 	6.80975004e-04 	2.00000000e+00 	
3.00000000e+00 	1.52997775e-03 	3.00000000e+00 	
3.00000000e+00 	2.71448488e-03 	4.00000000e+00 	
3.00000000e+00 	4.23048808e-03 	5.00000000e+00 	
3.00000000e+00 	6.07295715e-03 	6.00000000e+00 	
3.00000000e+00 	8.23592755e-03 	7.00000000e+00 	
3.00000000e+00 	1.07126021e-02 	8.00000000e+00 	
3.00000000e+00 	1.34954639e-02 	9.00000000e+00 	
3.00000000e+00 	1.65763980e-02 	1.00000000e+01 	
3.00000000e+00 	1.99468180e-02 	1.10000000e+01 	
3.00000000e+00 	2.35977948e-02 	1.20000000e+01 	
3.00000000e+00 	2.75201848e-02 	1.30000000e+01 	
3.00000000e+00 	3.17047548e-02 	1.40000000e+01 	
3.00000000e+00 	3.61423003e-02 	1.50000000e+01 	
3.00000000e+00 	4.08237567e-02 	1.60000000e+01 	
3.00000000e+00 	4.57402998e-02 	1.70000000e+01 	
3.00000000e+00 	5.08834355e-02 	1.80000000e+01 	
3.00000000e+00 	5.62450782e-02 	1.90000000e+01 	
3.00000000e+00 	6.18176151e-02 	2.00000000e+01 	
3.00000000e+00 	6.75939587e-02 	2.10000000e+01 	
3.00000000e+00 	7.35675856e-02 	2.20000000e+01 	
3.00000000e+00 	7.97325634e-02 	2.30000000e+01 	
3.00000000e+00 	8.60835645e-02 	2.40000000e+01 	
3.00000000e+00 	9.26158691e-02 	2.50000000e+01 	
3.00000000e+00 	9.93253569e-02 	2.60000000e+01 	
3.00000000e+00 	1.06208489e-01 	2.70000000e+01 	
3.00000000e+00 	1.13262279e-01 	2.80000000e+01 	
3.00000000e+00 	1.20484259e-01 	2.90000000e+01 	
3.00000000e+00 	1.27872438e-01 	3.00000000e+01 	
3.00000000e+00 	1.35425245e-01 	3.10000000e+01 	
3.00000000e+00 	1.43141479e-01 	3.20000000e+01 	
3.00000000e+00 	1.51020247e-01 	3.30000000e+01 	
3.00000000e+00 	1.59060894e-01 	3.40000000e+01 	
3.00000000e+00 	1.67262939e-01 	3.50000000e+01 	
3.00000000e+00 	1.75625997e-01 	3.60000000e+01 	
3.00000000e+00 	1.84149705e-01 	3.70000000e+01 	
3.00000000e+00 	1.92833647e-01 	3.80000000e+01 	
3.00000000e+00 	2.01677270e-01 	3.90000000e+01 	
3.00000000e+00 	2.10679810e-01 	4.00000000e+01 	
3.00000000e+00 	2.19840209e-01 	4.10000000e+01 	
3.00000000e+00 	2.29157038e-01 	4.20000000e+01 	
3.00000000e+00 	2.38628420e-01 	4.30000000e+01 	
3.00000000e+00 	2.48251957e-01 	4.40000000e+01 	
3.00000000e+00 	2.58024657e-01 	4.50000000e+01 	
3.00000000e+00 	2.67942871e-01 	4.60000000e+01 	
3.00000000e+00 	2.78002230e-01 	4.70000000e+01 	
3.00000000e+00 	2.88197592e-01 	4.80000000e+01 	
3.00000000e+00 	2.98522997e-01 	4.90000000e+01 	
3.00000000e+00 	3.08971627e-01 	5.00000000e+01 	
3.00000000e+00 	3.19535778e-01 	5.10000000e+01 	
3.00000000e+00 	3.30206845e-01 	5.20000000e+01 	
3.00000000e+00 	3.40975314e-01 	5.30000000e+01 	
3.00000000e+00 	3.51830769e-01 	5.40000000e+01 	
3.00000000e+00 	3.62761909e-01 	5.50000000e+01 	
3.00000000e+00 	3.73756582e-01 	5.60000000e+01 	
3.00000000e+00 	3.84801831e-01 	5.70000000e+01 	
3.00000000e+00 	3.95883949e-01 	5.80000000e+01 	
3.00000000e+00 	4.06988553e-01 	5.90000000e+01 	
3.00000000e+00 	4.18100669e-01 	6.00000000e+01 	
3.00000000e+00 	4.29204822e-01 	6.10000000e+01 	
3.00000000e+00 	4.40285150e-01 	6.20000000e+01 	
3.00000000e+00 	4.51325513e-01 	6.30000000e+01 	
