   1.13411            0            0            0            0
   1.15867            0  1.95032e-17            0            0
   1.20234            0  5.36454e-17            0            0
   1.22963            0  7.83687e-17            0            0
   1.25419            0  1.11332e-16            0            0
   1.28967            0  1.45473e-16            0            0
   1.31969            0  1.79614e-16            0            0
   1.34698            0    2.114e-16            0            0
   1.37973            0  2.44953e-16            0            0
   1.40429            0  2.71441e-16            0            0
   1.42885            0  3.04405e-16            0            0
   1.45887            0   3.3266e-16            0            0
   1.48343            0  3.61503e-16            0            0
   1.51891            0  3.93878e-16            0            0
   1.54893            0  4.22722e-16            0            0
   1.58713            0  4.53332e-16            0            0
   1.61988            0  4.80999e-16            0            0
   1.65809            0  5.05723e-16            0            0
    1.6963            0  5.25739e-16            0            0
   1.73177            0  5.42223e-16            0            0
   1.77271            0  5.55176e-16            0            0
   1.80546            0  5.62831e-16            0            0
   1.84366            0  5.68132e-16            0            0
   1.89279            0   5.7108e-16            0            0
   1.93918            0  5.68731e-16            0            0
   1.98558            0  5.63439e-16            0            0
   2.02924            0  5.55792e-16            0            0
   2.10292            0  5.37553e-16            0            0
   2.19025            0  5.12842e-16            0            0
   2.27758            0  4.88131e-16            0            0
   2.38674            0   4.5577e-16            0            0
   2.48499            0  4.28117e-16            0            0
      2.55            0  4.11821e-16            0            0
   2.60234            0  3.98701e-16            0            0
   2.71423  8.48397e-17  3.72226e-16            0            0
      2.75  9.91301e-17  3.64332e-16            0            0
       2.8  1.38614e-16  3.53297e-16            0            0
   2.82885  1.59242e-16   3.4693e-16            0            0
      2.95  2.45865e-16  3.22518e-16            0            0
   2.95439  2.49918e-16  3.21634e-16            0            0
         3   2.9207e-16  3.13947e-16            0            0
   3.10448  3.02603e-16  2.96341e-16            0            0
      3.15  3.07191e-16  2.89232e-16            0            0
       3.2  3.07191e-16  2.81423e-16            0            0
   3.29279  2.85539e-16  2.66931e-16            0            0
      3.35  2.72188e-16  2.59158e-16            0            0
       3.4  2.52026e-16  2.52365e-16            0            0
   3.41832  2.46039e-16  2.49876e-16            0            0
   3.54659  2.04135e-16  2.35175e-16            0            0
      3.55  2.03021e-16  2.34814e-16            0            0
       3.6  2.08341e-16  2.29525e-16            0            0
   3.69669   1.8614e-16  2.19299e-16            0            0
      3.75  1.73898e-16  2.14665e-16            0            0
