1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 8.182254032056150348e-05 9.000000000000000222e-01
1.000000000000000000e+01 3.272502019406529601e-04 1.800000000000000044e+00
1.000000000000000000e+01 7.361631481448009705e-04 2.700000000000000178e+00
1.000000000000000000e+01 1.308361788689405740e-03 3.600000000000000089e+00
1.000000000000000000e+01 2.043566985942391230e-03 4.500000000000000000e+00
1.000000000000000000e+01 2.941420342911925563e-03 5.400000000000000355e+00
1.000000000000000000e+01 4.001484572599201157e-03 6.299999999999999822e+00
1.000000000000000000e+01 5.223243947952716133e-03 7.200000000000000178e+00
1.000000000000000000e+01 6.606104831544720030e-03 8.099999999999999645e+00
1.000000000000000000e+01 8.149396283937418439e-03 9.000000000000000000e+00
1.000000000000000000e+01 9.852370749557718896e-03 9.900000000000000355e+00
1.000000000000000000e+01 1.171420481874952020e-02 1.080000000000000071e+01
1.000000000000000000e+01 1.373400006453579479e-02 1.170000000000000107e+01
1.000000000000000000e+01 1.591078395247827459e-02 1.259999999999999964e+01
1.000000000000000000e+01 1.824351082189686404e-02 1.350000000000000000e+01
1.000000000000000000e+01 2.073106293657666147e-02 1.440000000000000036e+01
1.000000000000000000e+01 2.337225160297476054e-02 1.530000000000000071e+01
1.000000000000000000e+01 2.616581835381846452e-02 1.619999999999999929e+01
1.000000000000000000e+01 2.911043619487992812e-02 1.710000000000000142e+01
1.000000000000000000e+01 3.220471091260832669e-02 1.800000000000000000e+01
1.000000000000000000e+01 3.544718244020454018e-02 1.890000000000000213e+01
1.000000000000000000e+01 3.883632627963488210e-02 1.980000000000000071e+01
1.000000000000000000e+01 4.237055497699757783e-02 2.069999999999999929e+01
1.000000000000000000e+01 4.604821964858274441e-02 2.160000000000000142e+01
1.000000000000000000e+01 4.986761155489810582e-02 2.250000000000000000e+01
1.000000000000000000e+01 5.382696371987486655e-02 2.340000000000000213e+01
1.000000000000000000e+01 5.792445259241609662e-02 2.430000000000000071e+01
1.000000000000000000e+01 6.215819974740536408e-02 2.519999999999999929e+01
1.000000000000000000e+01 6.652627362325844174e-02 2.610000000000000142e+01
1.000000000000000000e+01 7.102669129307177809e-02 2.700000000000000000e+01
1.000000000000000000e+01 7.565742026640136231e-02 2.790000000000000213e+01
1.000000000000000000e+01 8.041638031869077774e-02 2.880000000000000071e+01
1.000000000000000000e+01 8.530144534536474032e-02 2.969999999999999929e+01
1.000000000000000000e+01 9.031044523760210774e-02 3.060000000000000142e+01
1.000000000000000000e+01 9.544116777681435626e-02 3.150000000000000000e+01
1.000000000000000000e+01 1.006913605448704341e-01 3.239999999999999858e+01
1.000000000000000000e+01 1.060587328471318813e-01 3.330000000000000426e+01
1.000000000000000000e+01 1.115409576453889190e-01 3.420000000000000284e+01
1.000000000000000000e+01 1.171356734978297176e-01 3.510000000000000142e+01
1.000000000000000000e+01 1.228404865032101667e-01 3.600000000000000000e+01
1.000000000000000000e+01 1.286529722464441472e-01 3.689999999999999858e+01
1.000000000000000000e+01 1.345706777428847811e-01 3.780000000000000426e+01
1.000000000000000000e+01 1.405911233786266701e-01 3.870000000000000284e+01
1.000000000000000000e+01 1.467118048442231648e-01 3.960000000000000142e+01
1.000000000000000000e+01 1.529301950592789894e-01 4.050000000000000000e+01
1.000000000000000000e+01 1.592437460854529974e-01 4.139999999999999858e+01
1.000000000000000000e+01 1.656498910254807222e-01 4.230000000000000426e+01
1.000000000000000000e+01 1.721460459059065140e-01 4.320000000000000284e+01
1.000000000000000000e+01 1.787296115413014863e-01 4.410000000000000142e+01
1.000000000000000000e+01 1.853979753778227935e-01 4.500000000000000000e+01
1.000000000000000000e+01 1.921485133140679313e-01 4.589999999999999858e+01
1.000000000000000000e+01 1.989785914972603820e-01 4.680000000000000426e+01
1.000000000000000000e+01 2.058855680929029541e-01 4.770000000000000284e+01
1.000000000000000000e+01 2.128667950261254049e-01 4.860000000000000142e+01
1.000000000000000000e+01 2.199196196930515990e-01 4.950000000000000000e+01
1.000000000000000000e+01 2.270413866406074677e-01 5.039999999999999858e+01
1.000000000000000000e+01 2.342294392132912295e-01 5.130000000000000426e+01
1.000000000000000000e+01 2.414811211655203405e-01 5.220000000000000284e+01
1.000000000000000000e+01 2.487937782382753926e-01 5.310000000000000142e+01
1.000000000000000000e+01 2.561647596988537168e-01 5.400000000000000000e+01
1.000000000000000000e+01 2.635914198426438926e-01 5.489999999999999858e+01
1.000000000000000000e+01 2.710711194559342063e-01 5.580000000000000426e+01
1.000000000000000000e+01 2.786012272388566635e-01 5.670000000000000284e+01
1.000000000000000000e+01 2.861791211876707486e-01 5.760000000000000142e+01
1.000000000000000000e+01 2.938021899356778044e-01 5.850000000000000000e+01
1.000000000000000000e+01 3.014678340521561029e-01 5.939999999999999858e+01
1.000000000000000000e+01 3.091734672987893617e-01 6.030000000000000426e+01
1.000000000000000000e+01 3.169165178431557761e-01 6.120000000000000284e+01
1.000000000000000000e+01 3.246944294289278998e-01 6.210000000000000142e+01
1.000000000000000000e+01 3.325046625025172009e-01 6.300000000000000000e+01
1.000000000000000000e+01 3.403446952959810479e-01 6.389999999999999858e+01
1.000000000000000000e+01 3.482120248660854900e-01 6.479999999999999716e+01
1.000000000000000000e+01 3.561041680894969086e-01 6.570000000000000284e+01
1.000000000000000000e+01 3.640186626141444504e-01 6.660000000000000853e+01
1.000000000000000000e+01 3.719530677668737573e-01 6.750000000000000000e+01
1.000000000000000000e+01 3.799049654175707391e-01 6.840000000000000568e+01
1.000000000000000000e+01 3.878719608000057439e-01 6.929999999999999716e+01
1.000000000000000000e+01 3.958516832897091553e-01 7.020000000000000284e+01
1.000000000000000000e+01 4.038417871392462888e-01 7.110000000000000853e+01
1.000000000000000000e+01 4.118399521713171918e-01 7.200000000000000000e+01
