7.00000000e+04 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	1.00000000e+00 	1.03228611e-01 	9.17479998e-02 	8.71715161e-02 	7.99547204e-02 	6.29309156e-02 	6.17400212e-02 	6.07641240e-02 	5.58792946e-02 	5.19118466e-02 	4.90687558e-02 	4.13078894e-02 	4.11661673e-02 	3.46354322e-02 	3.16279672e-02 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	2.00000000e+00 	1.90136009e-01 	1.70749352e-01 	1.62904404e-01 	1.50395462e-01 	1.20203285e-01 	1.18054518e-01 	1.16290052e-01 	1.07408745e-01 	1.00134481e-01 	9.48878966e-02 	8.04212157e-02 	8.01550562e-02 	6.78122038e-02 	6.20767210e-02 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	3.00000000e+00 	2.64165394e-01 	2.39365678e-01 	2.29198233e-01 	2.12825941e-01 	1.72481737e-01 	1.69565090e-01 	1.67165515e-01 	1.55024679e-01 	1.45002230e-01 	1.37729361e-01 	1.17482351e-01 	1.17107176e-01 	9.96020585e-02 	9.13963165e-02 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	4.00000000e+00 	3.27869727e-01 	2.99421838e-01 	2.87623975e-01 	2.68459177e-01 	2.20337443e-01 	2.16808334e-01 	2.13899746e-01 	1.99112228e-01 	1.86814722e-01 	1.77839560e-01 	1.52624308e-01 	1.52153873e-01 	1.30073870e-01 	1.19635410e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	5.00000000e+00 	3.83181028e-01 	3.52349135e-01 	3.39431951e-01 	3.18283484e-01 	2.64263251e-01 	2.60249182e-01 	2.56935469e-01 	2.40012027e-01 	2.25840749e-01 	2.15441832e-01 	1.85971162e-01 	1.85417738e-01 	1.59293548e-01 	1.46841109e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	6.00000000e+00 	4.31587196e-01 	3.99284933e-01 	3.85628631e-01 	3.63111277e-01 	3.04686025e-01 	3.00291857e-01 	2.96658809e-01 	2.78025935e-01 	2.62321676e-01 	2.50738673e-01 	2.17638497e-01 	2.17013027e-01 	1.87323990e-01 	1.73058870e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	7.00000000e+00 	4.74251632e-01 	4.41143471e-01 	4.27032434e-01 	4.03615737e-01 	3.41976779e-01 	3.37288933e-01 	3.33407539e-01 	3.13421956e-01 	2.96474472e-01 	2.83913766e-01 	2.47733867e-01 	2.47046111e-01 	2.14225081e-01 	1.98332421e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	8.00000000e+00 	5.12096200e-01 	4.78667214e-01 	4.64314932e-01 	4.40358747e-01 	3.76459057e-01 	3.71548887e-01 	3.67477984e-01 	3.46438482e-01 	3.28494377e-01 	3.15133814e-01 	2.76357277e-01 	2.75615936e-01 	2.40053718e-01 	2.22703725e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	9.00000000e+00 	5.45860059e-01 	5.12464727e-01 	4.98031746e-01 	4.73812416e-01 	4.08415905e-01 	4.03342401e-01 	3.99130818e-01 	3.77287949e-01 	3.58557286e-01 	3.44550210e-01 	3.03601638e-01 	3.02814474e-01 	2.64863870e-01 	2.46212960e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
