   7.0000000e+04   1.8597885e+00   1.8597885e+00   1.3919572e+00   1.3174708e+00   1.3174708e+00   1.2714081e+00   1.1584350e+00   1.1584350e+00   9.5535906e-01   8.3135595e-01   8.3135595e-01   8.2718414e-01   7.6141832e-01   7.6141832e-01   7.1261819e-01   6.4277296e-01   6.4277296e-01   5.1664930e-01   3.1555045e-01   3.1555045e-01   2.7919583e-01   1.3035141e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+05   1.5986311e+00   1.5986311e+00   1.2385422e+00   1.1805093e+00   1.1805093e+00   1.1445038e+00   1.0557785e+00   1.0557785e+00   8.9453169e-01   7.9469034e-01   7.9469034e-01   7.9130969e-01   7.3780606e-01   7.3780606e-01   6.9782900e-01   6.4014718e-01   6.4014718e-01   5.3430819e-01   3.5896952e-01   3.5896952e-01   3.2596377e-01   1.8291198e-01   1.5393173e-01   1.5393173e-01   1.3414986e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3000000e+05   1.3831244e+00   1.3831244e+00   1.0911246e+00   1.0437818e+00   1.0437818e+00   1.0143619e+00   9.4169881e-01   9.4169881e-01   8.0894826e-01   7.2620981e-01   7.2620981e-01   7.2339982e-01   6.7884637e-01   6.7884637e-01   6.4544978e-01   5.9708270e-01   5.9708270e-01   5.0768202e-01   3.5698096e-01   3.5698096e-01   3.2809849e-01   1.9971572e-01   1.7274764e-01   1.7274764e-01   1.5404649e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.2000000e+05   5.9557398e-01   5.9557398e-01   4.9074058e-01   4.7348628e-01   4.7348628e-01   4.6272270e-01   4.3599351e-01   4.3599351e-01   3.8656725e-01   3.5531074e-01   3.5531074e-01   3.5424232e-01   3.3723643e-01   3.3723643e-01   3.2440350e-01   3.0567552e-01   3.0567552e-01   2.7054874e-01   2.0933978e-01   2.0933978e-01   1.9721905e-01   1.4089339e-01   1.2831850e-01   1.2831850e-01   1.1936847e-01   9.8150446e-03   9.8150446e-03   9.8109589e-03   3.8179435e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.4000000e+05   3.3329152e-01   3.3329152e-01   2.7816553e-01   2.6904179e-01   2.6904179e-01   2.6334233e-01   2.4916165e-01   2.4916165e-01   2.2283023e-01   2.0609869e-01   2.0609869e-01   2.0552559e-01   1.9639268e-01   1.9639268e-01   1.8948672e-01   1.7938543e-01   1.7938543e-01   1.6035972e-01   1.2691718e-01   1.2691718e-01   1.2024295e-01   8.8934213e-02   8.1862947e-02   8.1862947e-02   7.6807111e-02   1.0703559e-02   1.0703559e-02   1.0700505e-02   5.8307756e-03   2.4202097e-03   2.4201538e-03   2.4201538e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.5500000e+06   1.9405327e-01   1.9405327e-01   1.6326468e-01   1.5814826e-01   1.5814826e-01   1.5494892e-01   1.4697764e-01   1.4697764e-01   1.3213197e-01   1.2266654e-01   1.2266654e-01   1.2234186e-01   1.1716328e-01   1.1716328e-01   1.1324183e-01   1.0749687e-01   1.0749687e-01   9.6645035e-02   7.7457739e-02   7.7457739e-02   7.3608820e-02   5.5446421e-02   5.1315631e-02   5.1315631e-02   4.8354452e-02   8.4352992e-03   8.4352992e-03   8.4333108e-03   5.1790123e-03   2.6921829e-03   2.6921389e-03   2.6921389e-03   7.4214006e-04   7.3507760e-04   7.3507760e-04   7.3506836e-04   0.0000000e+00
   1.9100000e+06   1.6065724e-01   1.6065724e-01   1.3547723e-01   1.3128762e-01   1.3128762e-01   1.2866701e-01   1.2213491e-01   1.2213491e-01   1.0995845e-01   1.0218682e-01   1.0218682e-01   1.0192012e-01   9.7665267e-02   9.7665267e-02   9.4441900e-02   8.9717381e-02   8.9717381e-02   8.0785330e-02   6.4964665e-02   6.4964665e-02   6.1786269e-02   4.6761990e-02   4.3338053e-02   4.3338053e-02   4.0881761e-02   7.5058868e-03   7.5058868e-03   7.5041969e-03   4.7248235e-03   2.5677097e-03   2.5676710e-03   2.5676710e-03   8.0770873e-04   8.0100489e-04   8.0100489e-04   8.0099611e-04   0.0000000e+00
   3.0000000e+06   1.0613066e-01   1.0613066e-01   8.9890101e-02   8.7181116e-02   8.7181116e-02   8.5485592e-02   8.1255734e-02   8.1255734e-02   7.3356423e-02   6.8304201e-02   6.8304201e-02   6.8130669e-02   6.5360795e-02   6.5360795e-02   6.3260594e-02   6.0179372e-02   6.0179372e-02   5.4344019e-02   4.3972270e-02   4.3972270e-02   4.1882340e-02   3.1969777e-02   2.9701949e-02   2.9701949e-02   2.8072708e-02   5.6080803e-03   5.6080803e-03   5.6069108e-03   3.6691893e-03   2.1316606e-03   2.1316326e-03   2.1316326e-03   8.0862985e-04   8.0325550e-04   8.0325550e-04   8.0324846e-04   0.0000000e+00
   5.0000000e+06   6.5809571e-02   6.5809571e-02   5.5976537e-02   5.4332107e-02   5.4332107e-02   5.3302220e-02   5.0730680e-02   5.0730680e-02   4.5919248e-02   4.2835395e-02   4.2835395e-02   4.2729377e-02   4.1036246e-02   4.1036246e-02   3.9751327e-02   3.7864376e-02   3.7864376e-02   3.4284492e-02   2.7899133e-02   2.7899133e-02   2.6608599e-02   2.0466897e-02   1.9056359e-02   1.9056359e-02   1.8041587e-02   3.8550476e-03   3.8550476e-03   3.8542911e-03   2.5937612e-03   1.5780377e-03   1.5780189e-03   1.5780189e-03   6.7558770e-04   6.7179103e-04   6.7179103e-04   6.7178605e-04   4.1862398e-05
   7.5000000e+06   4.4780690e-02   4.4780690e-02   3.8203158e-02   3.7101075e-02   3.7101075e-02   3.6410531e-02   3.4685188e-02   3.4685188e-02   3.1452556e-02   2.9377386e-02   2.9377386e-02   2.9305998e-02   2.8165476e-02   2.8165476e-02   2.7299373e-02   2.6026565e-02   2.6026565e-02   2.3608719e-02   1.9285001e-02   1.9285001e-02   1.8409243e-02   1.4231366e-02   1.3269216e-02   1.3269216e-02   1.2576336e-02   2.7973019e-03   2.7973019e-03   2.7967722e-03   1.9110996e-03   1.1910911e-03   1.1910777e-03   1.1910777e-03   5.4107364e-04   5.3829636e-04   5.3829636e-04   5.3829272e-04   5.2998625e-05
