7.00000000e+04 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	1.00000000e+00 	1.03124380e-01 	8.16925370e-02 	7.73984170e-02 	7.40612549e-02 	7.38974096e-02 	6.65133343e-02 	6.28879550e-02 	6.17090347e-02 	5.52406372e-02 	5.37907469e-02 	4.55839483e-02 	4.53691906e-02 	3.75345575e-02 	3.54707603e-02 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	2.00000000e+00 	1.89961862e-01 	1.53423201e-01 	1.45923609e-01 	1.40053170e-01 	1.39763993e-01 	1.26637952e-01 	1.20125855e-01 	1.17998545e-01 	1.06241473e-01 	1.03586253e-01 	8.84183574e-02 	8.80182595e-02 	7.33102762e-02 	6.93994629e-02 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	3.00000000e+00 	2.63944666e-01 	2.16806968e-01 	2.06924740e-01 	1.99138999e-01 	1.98754328e-01 	1.81179517e-01 	1.72376742e-01 	1.69489032e-01 	1.53421191e-01 	1.49766909e-01 	1.28709997e-01 	1.28150345e-01 	1.07425492e-01 	1.01864911e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	4.00000000e+00 	3.27618565e-01 	2.73138314e-01 	2.61500437e-01 	2.52277735e-01 	2.51820833e-01 	2.30821155e-01 	2.20210519e-01 	2.16716214e-01 	1.97150252e-01 	1.92671174e-01 	1.66648790e-01 	1.65952195e-01 	1.39973490e-01 	1.32942498e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	5.00000000e+00 	3.82910749e-01 	3.23465941e-01 	3.10553387e-01 	3.00266127e-01 	2.99755230e-01 	2.76145092e-01 	2.64119010e-01 	2.60144307e-01 	2.37757056e-01 	2.32600629e-01 	2.02409098e-01 	2.01595388e-01 	1.71042545e-01 	1.62704135e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	6.00000000e+00 	4.31305816e-01 	3.68647510e-01 	3.54831272e-01 	3.43770768e-01 	3.43220233e-01 	3.17649916e-01 	3.04528253e-01 	3.00176951e-01 	2.75533240e-01 	2.69824388e-01 	2.36150915e-01 	2.35237489e-01 	2.00716016e-01 	1.91218243e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	7.00000000e+00 	4.73964858e-01 	4.09390428e-01 	3.94957901e-01 	3.83352914e-01 	3.82774085e-01 	3.55764474e-01 	3.41808589e-01 	3.37166250e-01 	3.10738239e-01 	3.04582937e-01 	2.68021027e-01 	2.67023152e-01 	2.29072472e-01 	2.18549772e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	8.00000000e+00 	5.11808112e-01 	4.46282677e-01 	4.31457208e-01 	4.19487895e-01 	4.18889762e-01 	3.90859140e-01 	3.76283015e-01 	3.71420289e-01 	3.43603252e-01 	3.37091487e-01 	2.98154083e-01 	2.97085157e-01 	2.56185862e-01 	2.44760265e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	9.00000000e+00 	5.45573579e-01 	4.79816426e-01 	4.64771937e-01 	4.52580462e-01 	4.51970161e-01 	4.23255033e-01 	4.08234127e-01 	4.03209433e-01 	3.74334661e-01 	3.67542916e-01 	3.26673602e-01 	3.25545392e-01 	2.82125694e-01 	2.69907946e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	1.00000000e+01 	5.75859395e-01 	5.10406314e-01 	4.95278346e-01 	4.82977000e-01 	4.82360203e-01 	4.53231592e-01 	4.37909925e-01 	4.32771615e-01 	4.03117019e-01 	3.96110339e-01 	3.53692918e-01 	3.52515758e-01 	3.06957237e-01 	2.94047823e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	1.10000000e+01 	6.03154990e-01 	5.38403765e-01 	5.23297888e-01 	5.10975357e-01 	5.10356570e-01 	4.81032834e-01 	4.65528682e-01 	4.60316797e-01 	4.30115641e-01 	4.22949373e-01 	3.79316053e-01 	3.78099017e-01 	3.30741731e-01 	3.17231809e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	1.20000000e+01 	6.27864330e-01 	5.64108289e-01 	5.49106551e-01 	5.36832782e-01 	5.36215584e-01 	5.06872561e-01 	4.91283054e-01 	4.86030753e-01 	4.55478869e-01 	4.48200116e-01 	4.03638518e-01 	4.02389580e-01 	3.53536598e-01 	3.39508858e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
