7.00000000e+04 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	1.00000000e+00 	9.30210419e-02 	9.30210419e-02 	7.79396363e-02 	7.54758509e-02 	7.54758509e-02 	7.39420233e-02 	7.01442121e-02 	7.01442121e-02 	6.31682787e-02 	5.87926826e-02 	5.87926826e-02 	5.86436586e-02 	5.62768389e-02 	5.62768389e-02 	5.44975017e-02 	5.19118466e-02 	5.19118466e-02 	4.71010108e-02 	3.88635093e-02 	3.88635093e-02 	3.72588006e-02 	2.99552182e-02 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	2.00000000e+00 	1.72919634e-01 	1.72919634e-01 	1.46872192e-01 	1.42546128e-01 	1.42546128e-01 	1.39842743e-01 	1.33115202e-01 	1.33115202e-01 	1.20630986e-01 	1.12715607e-01 	1.12715607e-01 	1.12444866e-01 	1.08134620e-01 	1.08134620e-01 	1.04881464e-01 	1.00134481e-01 	1.00134481e-01 	9.12400408e-02 	7.58205177e-02 	7.58205177e-02 	7.27886126e-02 	5.88724919e-02 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	3.00000000e+00 	2.42164935e-01 	2.42164935e-01 	2.08178659e-01 	2.02450729e-01 	2.02450729e-01 	1.98859093e-01 	1.89880084e-01 	1.89880084e-01 	1.73061554e-01 	1.62291824e-01 	1.62291824e-01 	1.61921984e-01 	1.56020899e-01 	1.56020899e-01 	1.51550641e-01 	1.45002230e-01 	1.45002230e-01 	1.32650757e-01 	1.10983593e-01 	1.10983593e-01 	1.06684983e-01 	8.67921527e-02 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	4.00000000e+00 	3.02656125e-01 	3.02656125e-01 	2.62981342e-01 	2.56206502e-01 	2.56206502e-01 	2.51945282e-01 	2.41247835e-01 	2.41247835e-01 	2.21038199e-01 	2.07977925e-01 	2.07977925e-01 	2.07527764e-01 	2.00330120e-01 	2.00330120e-01 	1.94858863e-01 	1.86814722e-01 	1.86814722e-01 	1.71546520e-01 	1.44458948e-01 	1.44458948e-01 	1.39038655e-01 	1.13753675e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	5.00000000e+00 	3.55876825e-01 	3.55876825e-01 	3.12200739e-01 	3.04654288e-01 	3.04654288e-01 	2.99894398e-01 	2.87899480e-01 	2.87899480e-01 	2.65059444e-01 	2.50173612e-01 	2.50173612e-01 	2.49658757e-01 	2.41410660e-01 	2.41410660e-01 	2.35120623e-01 	2.25840749e-01 	2.25840749e-01 	2.08122112e-01 	1.76346579e-01 	1.76346579e-01 	1.69935589e-01 	1.39795525e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	6.00000000e+00 	4.03001778e-01 	4.03001778e-01 	3.56598049e-01 	3.48494564e-01 	3.48494564e-01 	3.43370209e-01 	3.30411660e-01 	3.30411660e-01 	3.05556737e-01 	2.89229722e-01 	2.89229722e-01 	2.88663204e-01 	2.79570836e-01 	2.79570836e-01 	2.72615892e-01 	2.62321676e-01 	2.62321676e-01 	2.42555335e-01 	2.06740461e-01 	2.06740461e-01 	1.99457038e-01 	1.64955044e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	7.00000000e+00 	4.44972298e-01 	4.44972298e-01 	3.96807436e-01 	3.88314829e-01 	3.88314829e-01 	3.82931780e-01 	3.69275233e-01 	3.69275233e-01 	3.42904813e-01 	3.25454989e-01 	3.25454989e-01 	3.24847689e-01 	3.15084054e-01 	3.15084054e-01 	3.07594306e-01 	2.96474472e-01 	2.96474472e-01 	2.75008499e-01 	2.35728770e-01 	2.35728770e-01 	2.27679662e-01 	1.89268363e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	8.00000000e+00 	4.82550684e-01 	4.82550684e-01 	4.33360818e-01 	4.24610874e-01 	4.24610874e-01 	4.19052728e-01 	4.04910104e-01 	4.04910104e-01 	3.77430254e-01 	3.59121755e-01 	3.59121755e-01 	3.58482776e-01 	3.48193228e-01 	3.48193228e-01 	3.40278809e-01 	3.28494377e-01 	3.28494377e-01 	3.05629796e-01 	2.63394134e-01 	2.63394134e-01 	2.54675676e-01 	2.12770340e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
7.00000000e+04 	9.00000000e+00 	5.16360171e-01 	5.16360171e-01 	4.66707141e-01 	4.57803499e-01 	4.57803499e-01 	4.52136452e-01 	4.37677137e-01 	4.37677137e-01 	4.09418586e-01 	3.90470839e-01 	3.90470839e-01 	3.89807803e-01 	3.79114596e-01 	3.79114596e-01 	3.70868818e-01 	3.58557286e-01 	3.58557286e-01 	3.34554576e-01 	2.89813905e-01 	2.89813905e-01 	2.80513015e-01 	2.35494527e-01 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	0.00000000e+00 	
